Site: BK7A
Displacement time seires in m
Origin Time: 2002-04-18 1414 52.4
Instrument: CMG-5T #T5301, DD2 #357
Sample Rate: 100 Hz

Time	East	North	Up
 13.040	 9.44253E-8	-3.72568E-7	-2.00692E-7
 13.050	-8.73261E-9	-2.77687E-7	-7.21535E-8
 13.060	-9.86262E-8	-1.76769E-7	 3.33701E-8
 13.070	-1.32185E-7	-4.25464E-8	 9.44062E-8
 13.080	-1.17115E-7	 1.16162E-7	 1.19931E-7
 13.090	-8.33996E-8	 2.68794E-7	 1.67373E-7
 13.100	-1.82372E-8	 3.54706E-7	 2.39454E-7
 13.110	 6.08682E-8	 4.05294E-7	 2.93423E-7
 13.120	 1.22972E-7	 5.02011E-7	 3.37485E-7
 13.130	 1.35264E-7	 5.93685E-7	 3.51550E-7
 13.140	 5.38489E-8	 6.72395E-7	 3.36602E-7
 13.150	-6.08789E-8	 6.82520E-7	 3.14579E-7
 13.160	-7.34233E-8	 5.96436E-7	 2.49309E-7
 13.170	-6.98844E-8	 5.03000E-7	 1.43594E-7
 13.180	-4.61636E-8	 4.58947E-7	 7.38464E-8
 13.190	 1.00562E-8	 4.07029E-7	 2.29793E-8
 13.200	 7.01959E-8	 2.50312E-7	-5.01511E-8
 13.210	 8.40132E-9	 3.18917E-8	-1.35268E-7
 13.220	-5.95856E-8	-8.03637E-8	-1.78489E-7
 13.230	-1.02907E-7	-1.50015E-7	-1.85076E-7
 13.240	-1.41063E-7	-2.30230E-7	-1.46005E-7
 13.250	-2.06234E-7	-3.46674E-7	-6.42094E-8
 13.260	-1.93972E-7	-4.35936E-7	 1.16515E-8
 13.270	-1.48760E-7	-4.99344E-7	 5.12109E-8
 13.280	-1.30411E-7	-5.69238E-7	 8.42432E-8
 13.290	-1.50207E-7	-6.16602E-7	 8.22039E-8
 13.300	-2.20160E-7	-7.06786E-7	 8.57714E-8
 13.310	-3.07102E-7	-7.77748E-7	 1.65578E-7
 13.320	-3.12200E-7	-8.21438E-7	 2.46954E-7
 13.330	-2.11860E-7	-8.74854E-7	 2.21614E-7
 13.340	-1.38095E-7	-8.65735E-7	 7.52470E-8
 13.350	-1.14469E-7	-7.60625E-7	-1.13918E-7
 13.360	-6.40924E-8	-5.76736E-7	-2.26430E-7
 13.370	 6.87530E-8	-3.56733E-7	-2.55309E-7
 13.380	 1.40739E-7	-1.76450E-7	-2.79492E-7
 13.390	 1.33781E-7	-3.90782E-8	-2.84609E-7
 13.400	 1.46763E-7	 1.23694E-7	-1.94900E-7
 13.410	 1.39579E-7	 2.50400E-7	 8.98270E-9
 13.420	 1.19793E-7	 3.13394E-7	 2.66572E-7
 13.430	 7.81066E-8	 3.46120E-7	 4.42166E-7
 13.440	 3.39736E-8	 3.53430E-7	 4.74663E-7
 13.450	 3.31975E-8	 4.12403E-7	 4.37066E-7
 13.460	 1.17723E-7	 4.57809E-7	 3.72109E-7
 13.470	 1.47521E-7	 4.60187E-7	 3.04911E-7
 13.480	 1.29747E-7	 4.23537E-7	 2.19463E-7
 13.490	 1.49109E-7	 4.10372E-7	 1.39538E-7
 13.500	 1.77254E-7	 3.84428E-7	 9.76102E-8
 13.510	 2.18623E-7	 2.91854E-7	 7.35912E-8
 13.520	 2.05053E-7	 1.40953E-7	 2.99293E-8
 13.530	 1.78270E-7	 7.01265E-9	 6.00238E-9
 13.540	 1.52812E-7	-4.94797E-8	 2.39005E-8
 13.550	 1.41820E-7	-8.32378E-8	 3.21122E-8
 13.560	 1.12788E-7	-1.40480E-7	-1.63694E-8
 13.570	 2.16020E-8	-1.58248E-7	-8.58933E-8
 13.580	-1.49409E-7	-9.46265E-8	-1.23010E-7
 13.590	-3.04812E-7	-2.87819E-8	-7.37183E-8
 13.600	-3.92170E-7	-6.15734E-8	 6.57395E-8
 13.610	-3.75735E-7	-1.15861E-7	 2.69658E-7
 13.620	-3.43005E-7	-2.21291E-7	 4.55529E-7
 13.630	-3.69664E-7	-2.86268E-7	 5.95913E-7
 13.640	-3.77395E-7	-3.28704E-7	 6.55032E-7
 13.650	-3.54908E-7	-3.56510E-7	 5.81165E-7
 13.660	-3.49932E-7	-3.47034E-7	 3.94995E-7
 13.670	-4.00983E-7	-3.39018E-7	 1.70537E-7
 13.680	-4.40385E-7	-3.49228E-7	 2.72292E-8
 13.690	-4.49398E-7	-3.99160E-7	-2.29463E-8
 13.700	-3.98747E-7	-4.55821E-7	 8.07188E-9
 13.710	-2.66101E-7	-4.46032E-7	 5.83721E-8
 13.720	-1.24739E-7	-3.86058E-7	 1.02672E-7
 13.730	-1.71457E-8	-3.44501E-7	 1.40400E-7
 13.740	 6.94391E-8	-3.21147E-7	 2.00887E-7
 13.750	 1.79929E-7	-2.79721E-7	 2.30422E-7
 13.760	 2.84900E-7	-1.73450E-7	 2.03289E-7
 13.770	 3.53958E-7	-3.57295E-8	 9.45369E-8
 13.780	 3.93431E-7	 1.12833E-7	-3.78455E-8
 13.790	 4.10950E-7	 1.75457E-7	-1.02850E-7
 13.800	 4.78925E-7	 1.63990E-7	-8.36973E-8
 13.810	 5.94284E-7	 1.14476E-7	 1.82175E-8
 13.820	 6.71295E-7	 1.24230E-7	 1.18108E-7
 13.830	 7.03597E-7	 2.16190E-7	 1.91337E-7
 13.840	 7.12654E-7	 2.22545E-7	 2.19945E-7
 13.850	 7.44532E-7	 9.93414E-8	 2.03678E-7
 13.860	 7.24908E-7	-3.99293E-8	 1.08816E-7
 13.870	 6.24178E-7	-1.13719E-7	-1.76958E-8
 13.880	 4.44432E-7	-1.27744E-7	-9.86361E-8
 13.890	 3.01337E-7	-1.10805E-7	-8.60218E-8
 13.900	 2.03844E-7	-1.60309E-7	-1.57095E-8
 13.910	-5.47674E-9	-1.93475E-7	 2.86714E-8
 13.920	-2.52869E-7	-2.03079E-7	 3.67752E-8
 13.930	-4.88605E-7	-2.12371E-7	-2.24839E-8
 13.940	-6.51820E-7	-2.21049E-7	-1.01719E-7
 13.950	-7.80833E-7	-2.95266E-7	-2.03179E-7
 13.960	-9.04556E-7	-3.50958E-7	-2.65622E-7
 13.970	-9.69588E-7	-3.08277E-7	-2.19454E-7
 13.980	-9.89192E-7	-1.91168E-7	-1.27492E-7
 13.990	-9.26968E-7	-9.49067E-8	-3.54159E-8
 14.000	-8.76971E-7	-6.43468E-8	 4.16731E-8
 14.010	-8.58010E-7	-2.26509E-8	 1.75441E-7
 14.020	-8.72600E-7	 2.92526E-8	 3.09591E-7
 14.030	-8.14675E-7	 7.93463E-8	 4.06643E-7
 14.040	-7.95598E-7	 1.43517E-7	 4.40172E-7
 14.050	-7.61926E-7	 1.93036E-7	 4.17685E-7
 14.060	-6.30563E-7	 1.86400E-7	 3.81178E-7
 14.070	-5.14015E-7	 2.23346E-7	 3.13850E-7
 14.080	-4.61096E-7	 2.84112E-7	 2.05486E-7
 14.090	-3.11196E-7	 3.23748E-7	 9.94491E-8
 14.100	-1.23650E-7	 3.17240E-7	 5.15307E-8
 14.110	 7.63695E-8	 2.99212E-7	 1.18548E-7
 14.120	 2.37080E-7	 2.48554E-7	 2.17045E-7
 14.130	 3.68211E-7	 1.51177E-7	 2.37382E-7
 14.140	 3.83354E-7	 2.90607E-8	 1.31815E-7
 14.150	 3.93277E-7	-9.24647E-8	-5.09803E-8
 14.160	 4.51945E-7	-1.65374E-7	-2.23022E-7
 14.170	 5.33669E-7	-1.95733E-7	-3.18735E-7
 14.180	 5.83960E-7	-1.93846E-7	-2.98134E-7
 14.190	 6.26434E-7	-2.33328E-7	-2.42646E-7
 14.200	 6.32127E-7	-2.14631E-7	-1.81015E-7
 14.210	 5.75689E-7	-1.09455E-7	-9.25198E-8
 14.220	 5.55694E-7	-1.62566E-8	-2.13847E-8
 14.230	 5.33892E-7	 6.60073E-8	 4.20076E-8
 14.240	 4.66674E-7	 1.44264E-7	 1.43920E-7
 14.250	 3.97693E-7	 1.90848E-7	 2.48692E-7
 14.260	 2.97301E-7	 2.00134E-7	 2.90033E-7
 14.270	 9.94269E-8	 1.92828E-7	 2.30086E-7
 14.280	-1.03193E-7	 1.35980E-7	 1.54882E-7
 14.290	-1.90719E-7	 1.80084E-8	 1.18133E-7
 14.300	-2.30695E-7	-2.83073E-8	 1.23420E-7
 14.310	-2.85125E-7	-1.82104E-8	 1.09256E-7
 14.320	-3.38888E-7	-5.42070E-9	 2.96065E-8
 14.330	-3.87860E-7	 1.99900E-8	-6.44421E-8
 14.340	-4.33888E-7	 1.99665E-8	-1.04596E-7
 14.350	-4.24484E-7	 1.48037E-8	-1.01324E-7
 14.360	-3.80438E-7	 5.00187E-8	-1.11752E-7
 14.370	-3.44679E-7	 7.42639E-8	-1.74205E-7
 14.380	-3.61333E-7	 8.87212E-8	-3.11698E-7
 14.390	-4.30128E-7	 1.43681E-7	-4.60899E-7
 14.400	-5.17497E-7	 1.39657E-7	-5.14253E-7
 14.410	-5.74273E-7	 3.90945E-8	-4.16912E-7
 14.420	-5.79374E-7	-4.25812E-8	-2.50647E-7
 14.430	-5.91943E-7	-6.05904E-8	-9.24980E-8
 14.440	-6.73624E-7	-7.07726E-8	 5.63843E-8
 14.450	-7.44781E-7	-4.93383E-8	 2.14840E-7
 14.460	-7.05505E-7	-2.62474E-8	 3.44502E-7
 14.470	-7.09656E-7	-5.12687E-8	 3.93848E-7
 14.480	-6.69245E-7	-3.10674E-8	 4.21557E-7
 14.490	-5.73909E-7	-1.97148E-8	 4.11214E-7
 14.500	-5.15051E-7	-2.98825E-8	 3.48012E-7
 14.510	-4.68503E-7	 1.47655E-8	 2.78556E-7
 14.520	-3.90562E-7	 5.69261E-8	 1.97106E-7
 14.530	-2.91733E-7	 9.16032E-8	 1.18965E-7
 14.540	-1.68121E-7	 9.85737E-8	 7.41627E-8
 14.550	 3.39692E-8	 4.05051E-8	-2.57167E-8
 14.560	 1.95582E-7	 7.78260E-8	-1.35652E-7
 14.570	 3.24269E-7	 2.41747E-7	-1.34919E-7
 14.580	 4.38422E-7	 3.20054E-7	-1.02721E-7
 14.590	 5.71286E-7	 2.97548E-7	-1.18154E-7
 14.600	 6.32972E-7	 2.98809E-7	-1.32696E-7
 14.610	 6.81544E-7	 2.90105E-7	-1.11942E-7
 14.620	 7.02957E-7	 2.74236E-7	-8.02176E-8
 14.630	 6.62601E-7	 2.71935E-7	-3.40271E-8
 14.640	 5.53728E-7	 2.10398E-7	 2.13444E-8
 14.650	 4.94701E-7	 1.81149E-7	 3.92554E-8
 14.660	 4.33396E-7	 1.90570E-7	-8.94096E-9
 14.670	 3.11899E-7	 1.51275E-7	-7.14934E-8
 14.680	 1.92952E-7	-7.59469E-9	-1.12923E-7
 14.690	 1.05940E-7	-1.52949E-7	-1.94505E-7
 14.700	-3.26403E-8	-1.77801E-7	-3.19066E-7
 14.710	-1.95588E-7	-2.19726E-7	-4.41304E-7
 14.720	-2.87097E-7	-2.83179E-7	-4.79900E-7
 14.730	-3.27237E-7	-3.01108E-7	-4.28313E-7
 14.740	-4.17897E-7	-2.15343E-7	-3.14810E-7
 14.750	-5.87236E-7	-1.16209E-7	-2.21507E-7
 14.760	-6.84140E-7	-8.97619E-8	-1.32867E-7
 14.770	-6.81919E-7	-1.26127E-7	-1.61449E-8
 14.780	-6.52145E-7	-8.35046E-8	 9.55047E-8
 14.790	-6.86339E-7	-2.64728E-8	 1.41521E-7
 14.800	-7.47586E-7	-5.62571E-8	 1.30409E-7
 14.810	-8.10932E-7	-1.24311E-7	 1.29226E-7
 14.820	-7.49032E-7	-1.66882E-7	 1.43025E-7
 14.830	-6.49791E-7	-1.73017E-7	 1.09112E-7
 14.840	-5.91578E-7	-1.02928E-7	 8.48382E-8
 14.850	-5.41448E-7	-7.45315E-8	 8.55227E-8
 14.860	-4.60098E-7	-9.12381E-8	 1.30003E-7
 14.870	-3.38874E-7	-5.94693E-8	 1.97623E-7
 14.880	-2.44936E-7	 4.66314E-8	 2.43241E-7
 14.890	-1.73434E-7	 1.06708E-7	 1.91415E-7
 14.900	-1.40685E-7	 1.45892E-7	 4.20608E-8
 14.910	-1.11620E-7	 2.18009E-7	-8.18813E-8
 14.920	-9.44779E-8	 2.65189E-7	-1.29925E-7
 14.930	-6.50473E-8	 2.56325E-7	-1.28574E-7
 14.940	-2.20728E-8	 1.77739E-7	-9.22483E-8
 14.950	 5.22262E-9	 1.41431E-7	 1.36636E-8
 14.960	-1.67457E-9	 1.83968E-7	 1.26766E-7
 14.970	-2.69452E-9	 2.43346E-7	 1.55039E-7
 14.980	-2.87122E-8	 2.55548E-7	 5.51960E-8
 14.990	-1.09782E-7	 2.61040E-7	-9.55402E-8
 15.000	-1.40188E-7	 2.56531E-7	-2.15020E-7
 15.010	-7.12769E-8	 1.91092E-7	-2.81673E-7
 15.020	 1.26104E-8	 7.74530E-8	-3.20617E-7
 15.030	-1.68877E-8	 3.99233E-10	-3.58575E-7
 15.040	-1.15683E-7	 1.55517E-8	-3.25057E-7
 15.050	-1.52522E-7	 5.19744E-8	-1.90959E-7
 15.060	-1.57132E-7	 6.04947E-8	-1.04016E-7
 15.070	-1.85017E-7	 5.06054E-8	-1.40474E-7
 15.080	-2.06074E-7	 2.33947E-8	-2.55016E-7
 15.090	-1.28514E-7	 3.63731E-8	-3.49129E-7
 15.100	 1.01824E-8	 5.58197E-8	-4.15204E-7
 15.110	 6.28785E-8	 7.03682E-8	-4.57976E-7
 15.120	 9.34673E-8	 8.52706E-8	-4.24593E-7
 15.130	 1.21493E-7	 8.96768E-8	-3.22473E-7
 15.140	 9.38160E-8	 9.34378E-8	-2.21575E-7
 15.150	-2.79267E-8	 8.24944E-8	-1.72395E-7
 15.160	-1.26979E-7	 1.78739E-8	-1.45310E-7
 15.170	-1.40447E-7	-4.61152E-8	-7.29697E-8
 15.180	-1.33850E-7	-4.35399E-8	 2.47478E-8
 15.190	-1.84368E-7	 3.91387E-8	 4.21002E-8
 15.200	-2.54404E-7	 8.22810E-8	-3.18300E-8
 15.210	-2.88634E-7	 7.09493E-8	-9.16978E-8
 15.220	-2.89173E-7	 7.04200E-8	-1.05039E-7
 15.230	-3.30799E-7	 8.28561E-8	-1.24622E-7
 15.240	-4.45003E-7	 1.12390E-7	-1.11130E-7
 15.250	-5.73963E-7	 1.10434E-7	-4.87852E-8
 15.260	-6.90047E-7	 1.40146E-7	 3.03177E-8
 15.270	-8.33400E-7	 1.81228E-7	 7.30284E-8
 15.280	-9.67042E-7	 1.78234E-7	 1.31810E-7
 15.290	-1.04859E-6	 9.39637E-8	 2.09323E-7
 15.300	-9.98081E-7	-3.21539E-8	 2.34121E-7
 15.310	-9.10237E-7	-1.08978E-7	 1.59908E-7
 15.320	-8.70289E-7	-1.24581E-7	 2.60876E-8
 15.330	-7.21855E-7	-1.39346E-7	-7.09087E-8
 15.340	-5.25893E-7	-1.54033E-7	-1.27002E-7
 15.350	-4.11620E-7	-1.65152E-7	-1.20428E-7
 15.360	-3.48458E-7	-1.55223E-7	-7.17799E-8
 15.370	-2.03047E-7	-1.08903E-7	-8.70838E-8
 15.380	 3.67085E-9	-7.49359E-8	-2.35983E-7
 15.390	 1.60852E-7	-6.18810E-8	-4.51842E-7
 15.400	 2.68915E-7	-7.96145E-8	-6.48632E-7
 15.410	 4.02513E-7	-1.05836E-7	-7.55615E-7
 15.420	 5.27201E-7	-6.11146E-8	-7.68862E-7
 15.430	 6.58411E-7	 1.03158E-10	-7.42376E-7
 15.440	 7.47650E-7	-9.88045E-9	-6.77570E-7
 15.450	 7.43438E-7	-5.73668E-9	-5.28032E-7
 15.460	 6.79569E-7	 2.52605E-8	-3.29507E-7
 15.470	 5.92058E-7	 8.43783E-8	-1.34185E-7
 15.480	 4.41112E-7	 1.38048E-7	-1.54727E-9
 15.490	 2.79977E-7	 1.74337E-7	 5.24873E-8
 15.500	 8.54903E-8	 1.61289E-7	 4.83140E-8
 15.510	-6.57249E-8	 1.27025E-7	 1.52678E-8
 15.520	-1.66812E-7	 1.21756E-7	-5.96791E-8
 15.530	-2.46210E-7	 1.51726E-7	-1.12198E-7
 15.540	-3.32635E-7	 1.74475E-7	-1.20261E-7
 15.550	-3.99708E-7	 2.29667E-7	-2.14811E-8
 15.560	-4.68693E-7	 2.98111E-7	 1.77424E-7
 15.570	-5.93993E-7	 3.50511E-7	 3.28395E-7
 15.580	-7.41515E-7	 3.56998E-7	 3.71524E-7
 15.590	-9.16209E-7	 3.63815E-7	 3.83426E-7
 15.600	-1.12674E-6	 3.19328E-7	 4.11701E-7
 15.610	-1.24649E-6	 1.99377E-7	 4.37361E-7
 15.620	-1.26780E-6	 1.34320E-8	 4.02764E-7
 15.630	-1.31362E-6	-1.40498E-7	 3.04716E-7
 15.640	-1.33970E-6	-2.06472E-7	 1.89182E-7
 15.650	-1.28378E-6	-2.92674E-7	 2.71957E-8
 15.660	-1.14067E-6	-3.12620E-7	-1.00977E-7
 15.670	-9.35334E-7	-2.71385E-7	-1.90353E-7
 15.680	-7.78907E-7	-1.98014E-7	-2.98170E-7
 15.690	-6.90698E-7	-1.61998E-7	-4.20771E-7
 15.700	-5.74727E-7	-1.84700E-7	-4.74877E-7
 15.710	-4.59230E-7	-2.50507E-7	-4.64995E-7
 15.720	-3.27801E-7	-3.14651E-7	-4.44946E-7
 15.730	-2.27153E-7	-3.77368E-7	-3.96384E-7
 15.740	-1.04445E-7	-3.65827E-7	-3.06603E-7
 15.750	 1.34581E-7	-3.06438E-7	-2.61341E-7
 15.760	 3.48819E-7	-2.39770E-7	-3.75879E-7
 15.770	 5.05412E-7	-6.76560E-8	-5.88645E-7
 15.780	 6.42558E-7	 1.29042E-7	-8.06745E-7
 15.790	 7.20865E-7	 3.25732E-7	-9.42528E-7
 15.800	 7.51332E-7	 5.10829E-7	-9.37184E-7
 15.810	 7.29228E-7	 6.06094E-7	-8.04914E-7
 15.820	 7.57820E-7	 6.14105E-7	-5.79862E-7
 15.830	 7.47741E-7	 6.53764E-7	-3.07118E-7
 15.840	 5.80237E-7	 7.67204E-7	-6.26536E-8
 15.850	 3.53919E-7	 8.11056E-7	 1.19327E-7
 15.860	 1.74463E-7	 7.40971E-7	 2.28440E-7
 15.870	 4.16413E-8	 6.52765E-7	 2.19210E-7
 15.880	-1.34853E-7	 5.98697E-7	 1.30996E-7
 15.890	-3.83064E-7	 5.30277E-7	 4.97117E-8
 15.900	-5.53239E-7	 4.28259E-7	-1.02783E-8
 15.910	-6.02576E-7	 3.08057E-7	-5.15870E-8
 15.920	-6.84772E-7	 2.00427E-7	-4.98839E-8
 15.930	-8.04631E-7	 9.52973E-8	 3.59413E-8
 15.940	-9.05233E-7	-1.36062E-8	 1.42703E-7
 15.950	-9.66766E-7	-5.17496E-8	 2.17163E-7
 15.960	-9.42815E-7	-7.80034E-8	 2.36000E-7
 15.970	-9.13950E-7	-6.75374E-8	 1.92001E-7
 15.980	-9.16517E-7	-2.53650E-8	 1.43202E-7
 15.990	-8.45326E-7	-6.68344E-8	 1.13620E-7
 16.000	-7.62561E-7	-1.05368E-7	 5.74008E-8
 16.010	-6.50245E-7	-9.28675E-8	-3.64613E-8
 16.020	-5.33458E-7	-1.31627E-7	-1.30723E-7
 16.030	-3.83908E-7	-1.50445E-7	-9.44064E-8
 16.040	-2.80046E-7	-1.41887E-7	 1.77027E-8
 16.050	-2.10557E-7	-7.93874E-8	 9.99584E-8
 16.060	-1.18327E-7	-2.07642E-8	 1.00331E-7
 16.070	-1.07086E-8	-3.26197E-8	 1.78270E-8
 16.080	 7.38758E-8	-4.83892E-8	-1.26319E-7
 16.090	 1.49103E-7	 6.73609E-9	-3.03413E-7
 16.100	 2.58683E-7	 1.04714E-7	-4.80892E-7
 16.110	 3.92978E-7	 1.74400E-7	-5.91965E-7
 16.120	 4.32306E-7	 1.93005E-7	-6.36373E-7
 16.130	 4.25800E-7	 1.90488E-7	-5.68929E-7
 16.140	 4.54046E-7	 1.73918E-7	-4.12497E-7
 16.150	 5.36155E-7	 2.08201E-7	-2.50204E-7
 16.160	 5.19079E-7	 2.74352E-7	-1.21235E-7
 16.170	 4.26658E-7	 3.05467E-7	-1.71300E-8
 16.180	 3.72279E-7	 3.05442E-7	 4.75783E-8
 16.190	 3.60290E-7	 3.14670E-7	 2.53961E-8
 16.200	 3.42773E-7	 3.56430E-7	-8.66372E-8
 16.210	 2.74533E-7	 4.04846E-7	-2.37691E-7
 16.220	 1.79501E-7	 3.95559E-7	-3.47443E-7
 16.230	 9.96686E-8	 3.60561E-7	-3.77368E-7
 16.240	 1.07489E-7	 3.59424E-7	-3.43302E-7
 16.250	 1.41823E-7	 3.60244E-7	-2.90483E-7
 16.260	 1.73705E-7	 3.45998E-7	-2.38109E-7
 16.270	 1.75063E-7	 3.38701E-7	-1.44314E-7
 16.280	 1.67462E-7	 2.81847E-7	-2.01176E-8
 16.290	 1.90707E-7	 2.62756E-7	 1.06150E-7
 16.300	 2.65640E-7	 3.02294E-7	 2.02381E-7
 16.310	 3.70632E-7	 3.21463E-7	 2.34760E-7
 16.320	 4.06194E-7	 3.99223E-7	 2.24164E-7
 16.330	 4.37812E-7	 5.09185E-7	 1.98395E-7
 16.340	 4.61700E-7	 5.68320E-7	 1.58847E-7
 16.350	 4.78763E-7	 5.70846E-7	 1.34512E-7
 16.360	 5.01784E-7	 5.41914E-7	 1.04607E-7
 16.370	 5.48431E-7	 4.83583E-7	 1.95473E-8
 16.380	 6.29325E-7	 3.97148E-7	-3.85090E-8
 16.390	 7.03248E-7	 3.00872E-7	-4.66964E-8
 16.400	 7.83174E-7	 2.27593E-7	-2.40853E-8
 16.410	 8.73554E-7	 1.63167E-7	 2.02632E-8
 16.420	 8.75025E-7	 1.24805E-7	 9.95962E-8
 16.430	 8.38110E-7	 1.21891E-7	 1.78451E-7
 16.440	 8.32118E-7	 1.57493E-7	 2.26619E-7
 16.450	 8.65852E-7	 2.16851E-7	 2.59227E-7
 16.460	 9.43842E-7	 2.88608E-7	 3.10766E-7
 16.470	 1.00060E-6	 4.01430E-7	 3.62617E-7
 16.480	 1.03667E-6	 4.81377E-7	 3.47196E-7
 16.490	 1.11888E-6	 4.54595E-7	 2.72973E-7
 16.500	 1.26774E-6	 4.56137E-7	 2.38466E-7
 16.510	 1.45120E-6	 4.97921E-7	 2.17776E-7
 16.520	 1.64375E-6	 4.93803E-7	 1.83112E-7
 16.530	 1.79405E-6	 4.96364E-7	 1.63001E-7
 16.540	 1.89799E-6	 5.00120E-7	 1.49403E-7
 16.550	 1.94705E-6	 4.58050E-7	 1.53135E-7
 16.560	 1.96112E-6	 5.02634E-7	 2.13128E-7
 16.570	 2.02361E-6	 5.32332E-7	 2.89721E-7
 16.580	 2.04140E-6	 5.07355E-7	 3.25135E-7
 16.590	 1.97164E-6	 5.01485E-7	 3.30706E-7
