Site: BK7A
Displacement time seires in m
Origin Time: 2002-04-25 1650 22.22
Instrument: CMG-5T #T5301, DD2 #357
Sample Rate: 100 Hz

Time	East	North	Up
 -4.450	-6.08684E-9	 1.49846E-7	 5.89569E-9
 -4.440	-7.01527E-9	 1.49318E-7	 8.67324E-9
 -4.430	-8.01701E-9	 1.48720E-7	 1.14678E-8
 -4.420	-9.24389E-9	 1.48072E-7	 1.38800E-8
 -4.410	-1.07972E-8	 1.47435E-7	 1.62984E-8
 -4.400	-1.21760E-8	 1.46838E-7	 1.88737E-8
 -4.390	-1.35128E-8	 1.46384E-7	 2.14515E-8
 -4.380	-1.47628E-8	 1.45935E-7	 2.41087E-8
 -4.370	-1.61423E-8	 1.45143E-7	 2.69214E-8
 -4.360	-1.74280E-8	 1.44581E-7	 2.96695E-8
 -4.350	-1.89357E-8	 1.43869E-7	 3.24573E-8
 -4.340	-2.03098E-8	 1.43164E-7	 3.51501E-8
 -4.330	-2.15614E-8	 1.42441E-7	 3.77983E-8
 -4.320	-2.26261E-8	 1.41517E-7	 4.04858E-8
 -4.310	-2.37656E-8	 1.40370E-7	 4.30305E-8
 -4.300	-2.53187E-8	 1.39306E-7	 4.53180E-8
 -4.290	-2.70885E-8	 1.37994E-7	 4.72702E-8
 -4.280	-2.92446E-8	 1.36440E-7	 4.90790E-8
 -4.270	-3.11986E-8	 1.35194E-7	 5.10653E-8
 -4.260	-3.27291E-8	 1.34313E-7	 5.33545E-8
 -4.250	-3.44032E-8	 1.33643E-7	 5.58255E-8
 -4.240	-3.59497E-8	 1.33101E-7	 5.81950E-8
 -4.230	-3.76814E-8	 1.32578E-7	 6.03452E-8
 -4.220	-3.93430E-8	 1.31935E-7	 6.23593E-8
 -4.210	-4.10066E-8	 1.31034E-7	 6.42252E-8
 -4.200	-4.25155E-8	 1.30096E-7	 6.59414E-8
 -4.190	-4.37837E-8	 1.28959E-7	 6.73773E-8
 -4.180	-4.50699E-8	 1.27476E-7	 6.83345E-8
 -4.170	-4.64120E-8	 1.26231E-7	 6.91736E-8
 -4.160	-4.79722E-8	 1.24885E-7	 6.96996E-8
 -4.150	-4.95716E-8	 1.23295E-7	 6.99783E-8
 -4.140	-5.11401E-8	 1.21331E-7	 7.01219E-8
 -4.130	-5.27469E-8	 1.19402E-7	 7.00512E-8
 -4.120	-5.41959E-8	 1.17228E-7	 6.98416E-8
 -4.110	-5.54066E-8	 1.14890E-7	 6.96018E-8
 -4.100	-5.64931E-8	 1.12652E-7	 6.94843E-8
 -4.090	-5.72513E-8	 1.10292E-7	 6.96441E-8
 -4.080	-5.80372E-8	 1.07883E-7	 6.97017E-8
 -4.070	-5.89941E-8	 1.05273E-7	 6.94273E-8
 -4.060	-6.00081E-8	 1.02558E-7	 6.89170E-8
 -4.050	-6.11840E-8	 1.00181E-7	 6.83635E-8
 -4.040	-6.23614E-8	 9.78122E-8	 6.76865E-8
 -4.030	-6.32914E-8	 9.56848E-8	 6.67578E-8
 -4.020	-6.41651E-8	 9.36472E-8	 6.55670E-8
 -4.010	-6.50760E-8	 9.16441E-8	 6.44676E-8
 -4.000	-6.57981E-8	 8.97522E-8	 6.32257E-8
 -3.990	-6.62366E-8	 8.79448E-8	 6.19584E-8
 -3.980	-6.64628E-8	 8.59082E-8	 6.08041E-8
 -3.970	-6.68462E-8	 8.40848E-8	 5.98589E-8
 -3.960	-6.71045E-8	 8.25250E-8	 5.90656E-8
 -3.950	-6.71483E-8	 8.09468E-8	 5.84757E-8
 -3.940	-6.72252E-8	 7.95801E-8	 5.81229E-8
 -3.930	-6.70299E-8	 7.79572E-8	 5.79931E-8
 -3.920	-6.67063E-8	 7.62251E-8	 5.80499E-8
 -3.910	-6.63219E-8	 7.41853E-8	 5.79169E-8
 -3.900	-6.56737E-8	 7.20035E-8	 5.75985E-8
 -3.890	-6.46888E-8	 6.95915E-8	 5.74301E-8
 -3.880	-6.35479E-8	 6.69740E-8	 5.71555E-8
 -3.870	-6.23684E-8	 6.40312E-8	 5.65417E-8
 -3.860	-6.08901E-8	 6.12897E-8	 5.57609E-8
 -3.850	-5.92251E-8	 5.84730E-8	 5.49403E-8
 -3.840	-5.73449E-8	 5.58618E-8	 5.40578E-8
 -3.830	-5.52879E-8	 5.33877E-8	 5.29449E-8
 -3.820	-5.31674E-8	 5.08968E-8	 5.16787E-8
 -3.810	-5.08014E-8	 4.86089E-8	 5.01462E-8
 -3.800	-4.84758E-8	 4.65071E-8	 4.81681E-8
 -3.790	-4.63099E-8	 4.46254E-8	 4.59889E-8
 -3.780	-4.46762E-8	 4.27547E-8	 4.36713E-8
 -3.770	-4.29119E-8	 4.06589E-8	 4.10628E-8
 -3.760	-4.13842E-8	 3.85180E-8	 3.81294E-8
 -3.750	-4.02622E-8	 3.60620E-8	 3.51560E-8
 -3.740	-3.95950E-8	 3.38212E-8	 3.18964E-8
 -3.730	-3.91975E-8	 3.14401E-8	 2.83947E-8
 -3.720	-3.89958E-8	 2.90214E-8	 2.44128E-8
 -3.710	-3.88605E-8	 2.66493E-8	 1.99700E-8
 -3.700	-3.89470E-8	 2.44181E-8	 1.54834E-8
 -3.690	-3.90348E-8	 2.19333E-8	 1.11685E-8
 -3.680	-3.94451E-8	 1.95368E-8	 6.95044E-9
 -3.670	-4.00817E-8	 1.70028E-8	 2.87678E-9
 -3.660	-4.11040E-8	 1.41435E-8	-1.22223E-9
 -3.650	-4.19179E-8	 1.13645E-8	-5.40595E-9
 -3.640	-4.27772E-8	 8.45411E-9	-9.38623E-9
 -3.630	-4.35771E-8	 5.61077E-9	-1.33459E-8
 -3.620	-4.47957E-8	 3.05769E-9	-1.72814E-8
 -3.610	-4.64237E-8	 4.43997E-10	-2.12285E-8
 -3.600	-4.81703E-8	-2.47713E-9	-2.51230E-8
 -3.590	-5.01250E-8	-5.38586E-9	-2.91043E-8
 -3.580	-5.23162E-8	-8.65097E-9	-3.32734E-8
 -3.570	-5.44517E-8	-1.17076E-8	-3.72928E-8
 -3.560	-5.64474E-8	-1.44180E-8	-4.15044E-8
 -3.550	-5.84491E-8	-1.68131E-8	-4.57985E-8
 -3.540	-6.03917E-8	-1.91699E-8	-4.99788E-8
 -3.530	-6.21922E-8	-2.13892E-8	-5.41773E-8
 -3.520	-6.41240E-8	-2.38478E-8	-5.83288E-8
 -3.510	-6.61924E-8	-2.64828E-8	-6.22124E-8
 -3.500	-6.84763E-8	-2.88891E-8	-6.57475E-8
 -3.490	-7.07368E-8	-3.14697E-8	-6.90738E-8
 -3.480	-7.30240E-8	-3.40808E-8	-7.20305E-8
 -3.470	-7.51013E-8	-3.67446E-8	-7.44501E-8
 -3.460	-7.68209E-8	-3.91660E-8	-7.64090E-8
 -3.450	-7.83265E-8	-4.12386E-8	-7.83276E-8
 -3.440	-7.93211E-8	-4.31938E-8	-8.01183E-8
 -3.430	-8.01131E-8	-4.49517E-8	-8.16642E-8
 -3.420	-8.04160E-8	-4.60371E-8	-8.27145E-8
 -3.410	-8.07499E-8	-4.69739E-8	-8.35973E-8
 -3.400	-8.11799E-8	-4.77416E-8	-8.41712E-8
 -3.390	-8.16320E-8	-4.82544E-8	-8.45949E-8
 -3.380	-8.20172E-8	-4.89094E-8	-8.50397E-8
 -3.370	-8.21428E-8	-4.93476E-8	-8.54084E-8
 -3.360	-8.20039E-8	-5.00579E-8	-8.58970E-8
 -3.350	-8.15874E-8	-5.05743E-8	-8.63686E-8
 -3.340	-8.11931E-8	-5.09943E-8	-8.67742E-8
 -3.330	-8.06846E-8	-5.17012E-8	-8.70009E-8
 -3.320	-8.02175E-8	-5.20658E-8	-8.68939E-8
 -3.310	-7.97555E-8	-5.24207E-8	-8.66490E-8
 -3.300	-7.94174E-8	-5.28642E-8	-8.64615E-8
 -3.290	-7.88704E-8	-5.36308E-8	-8.62496E-8
 -3.280	-7.85350E-8	-5.47032E-8	-8.59976E-8
 -3.270	-7.79511E-8	-5.56217E-8	-8.56131E-8
 -3.260	-7.74126E-8	-5.62986E-8	-8.49483E-8
 -3.250	-7.65181E-8	-5.69387E-8	-8.38019E-8
 -3.240	-7.59007E-8	-5.75408E-8	-8.22779E-8
 -3.230	-7.55557E-8	-5.77018E-8	-8.05763E-8
 -3.220	-7.54951E-8	-5.75262E-8	-7.88276E-8
 -3.210	-7.55768E-8	-5.70235E-8	-7.71487E-8
 -3.200	-7.56580E-8	-5.63030E-8	-7.54159E-8
 -3.190	-7.59450E-8	-5.53635E-8	-7.35470E-8
 -3.180	-7.61446E-8	-5.42186E-8	-7.16098E-8
 -3.170	-7.61445E-8	-5.29616E-8	-6.96095E-8
 -3.160	-7.59892E-8	-5.10727E-8	-6.77829E-8
 -3.150	-7.57622E-8	-4.90340E-8	-6.58205E-8
 -3.140	-7.57935E-8	-4.68106E-8	-6.39510E-8
 -3.130	-7.55818E-8	-4.42592E-8	-6.20288E-8
 -3.120	-7.54604E-8	-4.14956E-8	-5.97414E-8
 -3.110	-7.52367E-8	-3.86879E-8	-5.71068E-8
 -3.100	-7.48647E-8	-3.61257E-8	-5.43690E-8
 -3.090	-7.43936E-8	-3.36102E-8	-5.16329E-8
 -3.080	-7.38034E-8	-3.12747E-8	-4.90128E-8
 -3.070	-7.28921E-8	-2.90768E-8	-4.64334E-8
 -3.060	-7.18191E-8	-2.69217E-8	-4.40459E-8
 -3.050	-7.05767E-8	-2.50594E-8	-4.15468E-8
 -3.040	-6.88263E-8	-2.34619E-8	-3.89815E-8
 -3.030	-6.68662E-8	-2.21435E-8	-3.65558E-8
 -3.020	-6.51574E-8	-2.08534E-8	-3.41733E-8
 -3.010	-6.34646E-8	-1.97519E-8	-3.17433E-8
 -3.000	-6.18965E-8	-1.83663E-8	-2.91842E-8
 -2.990	-6.04726E-8	-1.70332E-8	-2.63660E-8
 -2.980	-5.89287E-8	-1.62148E-8	-2.38194E-8
 -2.970	-5.73768E-8	-1.55776E-8	-2.13181E-8
 -2.960	-5.60654E-8	-1.53192E-8	-1.89954E-8
 -2.950	-5.44280E-8	-1.51042E-8	-1.70112E-8
 -2.940	-5.26971E-8	-1.54593E-8	-1.51311E-8
 -2.930	-5.04786E-8	-1.61253E-8	-1.34897E-8
 -2.920	-4.80968E-8	-1.65165E-8	-1.20043E-8
 -2.910	-4.57601E-8	-1.66671E-8	-1.03335E-8
 -2.900	-4.35522E-8	-1.65810E-8	-8.26988E-9
 -2.890	-4.14704E-8	-1.64578E-8	-5.92290E-9
 -2.880	-3.93941E-8	-1.64449E-8	-3.66213E-9
 -2.870	-3.73881E-8	-1.64280E-8	-1.41927E-9
 -2.860	-3.51747E-8	-1.64205E-8	 9.23075E-10
 -2.850	-3.29002E-8	-1.63130E-8	 2.95260E-9
 -2.840	-3.06951E-8	-1.60609E-8	 4.75775E-9
 -2.830	-2.86143E-8	-1.59040E-8	 6.70519E-9
 -2.820	-2.66144E-8	-1.55340E-8	 8.76583E-9
 -2.810	-2.48693E-8	-1.50177E-8	 1.09481E-8
 -2.800	-2.35084E-8	-1.42652E-8	 1.30541E-8
 -2.790	-2.21535E-8	-1.34357E-8	 1.52645E-8
 -2.780	-2.11255E-8	-1.26338E-8	 1.73850E-8
 -2.770	-2.00643E-8	-1.14582E-8	 1.93724E-8
 -2.760	-1.89947E-8	-1.02763E-8	 2.13017E-8
 -2.750	-1.76675E-8	-8.89985E-9	 2.31006E-8
 -2.740	-1.61873E-8	-7.45584E-9	 2.47626E-8
 -2.730	-1.43357E-8	-5.81750E-9	 2.63768E-8
 -2.720	-1.26466E-8	-4.14687E-9	 2.78481E-8
 -2.710	-1.08103E-8	-2.48828E-9	 2.90460E-8
 -2.700	-9.02404E-9	-1.04874E-9	 2.98173E-8
 -2.690	-7.18264E-9	 2.03701E-10	 3.03057E-8
 -2.680	-5.39976E-9	 1.47987E-9	 3.05783E-8
 -2.670	-3.73837E-9	 2.91857E-9	 3.06490E-8
 -2.660	-2.23916E-9	 4.51787E-9	 3.02356E-8
 -2.650	-8.37766E-10	 6.09126E-9	 2.97710E-8
 -2.640	 5.98096E-10	 7.95983E-9	 2.96881E-8
 -2.630	 2.22516E-9	 9.72948E-9	 2.98368E-8
 -2.620	 3.94128E-9	 1.10419E-8	 2.99743E-8
 -2.610	 5.34857E-9	 1.18764E-8	 2.99908E-8
 -2.600	 6.70583E-9	 1.24181E-8	 2.98914E-8
 -2.590	 8.33024E-9	 1.24110E-8	 2.98286E-8
 -2.580	 1.01536E-8	 1.21739E-8	 2.96357E-8
 -2.570	 1.19346E-8	 1.17733E-8	 2.92251E-8
 -2.560	 1.41060E-8	 1.09736E-8	 2.86401E-8
 -2.550	 1.57950E-8	 1.04969E-8	 2.78827E-8
 -2.540	 1.73125E-8	 1.03710E-8	 2.72712E-8
 -2.530	 1.86668E-8	 1.04917E-8	 2.67626E-8
 -2.520	 1.96517E-8	 1.04544E-8	 2.62609E-8
 -2.510	 2.08761E-8	 1.06758E-8	 2.57267E-8
 -2.500	 2.19345E-8	 1.10162E-8	 2.50865E-8
 -2.490	 2.26293E-8	 1.16938E-8	 2.43272E-8
 -2.480	 2.34127E-8	 1.23367E-8	 2.34277E-8
 -2.470	 2.42299E-8	 1.30055E-8	 2.24225E-8
 -2.460	 2.51005E-8	 1.39164E-8	 2.13657E-8
 -2.450	 2.59416E-8	 1.48432E-8	 2.01987E-8
 -2.440	 2.66434E-8	 1.55954E-8	 1.89922E-8
 -2.430	 2.77390E-8	 1.63158E-8	 1.75736E-8
 -2.420	 2.91298E-8	 1.66258E-8	 1.59305E-8
 -2.410	 3.07572E-8	 1.66811E-8	 1.43635E-8
 -2.400	 3.25957E-8	 1.67071E-8	 1.31416E-8
 -2.390	 3.46689E-8	 1.68971E-8	 1.24647E-8
 -2.380	 3.67941E-8	 1.67991E-8	 1.21614E-8
 -2.370	 3.87833E-8	 1.64800E-8	 1.19591E-8
 -2.360	 4.10210E-8	 1.59075E-8	 1.15885E-8
 -2.350	 4.31988E-8	 1.53038E-8	 1.11701E-8
 -2.340	 4.52542E-8	 1.46121E-8	 1.08765E-8
 -2.330	 4.72656E-8	 1.36846E-8	 1.08469E-8
 -2.320	 4.92726E-8	 1.27289E-8	 1.06499E-8
 -2.310	 5.13794E-8	 1.18302E-8	 1.02626E-8
 -2.300	 5.35462E-8	 1.06234E-8	 9.99600E-9
 -2.290	 5.60296E-8	 9.40544E-9	 9.52472E-9
 -2.280	 5.83754E-8	 8.34222E-9	 8.72760E-9
 -2.270	 6.05890E-8	 7.24266E-9	 7.82990E-9
 -2.260	 6.25737E-8	 6.22643E-9	 6.72427E-9
 -2.250	 6.40559E-8	 5.04335E-9	 5.45590E-9
 -2.240	 6.54128E-8	 3.44774E-9	 4.02223E-9
 -2.230	 6.64362E-8	 1.58805E-9	 2.61440E-9
 -2.220	 6.76973E-8	-8.43452E-10	 1.07018E-9
 -2.210	 6.90886E-8	-3.56639E-9	-4.51107E-10
 -2.200	 7.05452E-8	-6.27841E-9	-2.11494E-9
 -2.190	 7.16650E-8	-9.02587E-9	-3.75296E-9
 -2.180	 7.27447E-8	-1.16282E-8	-5.31493E-9
 -2.170	 7.39093E-8	-1.43698E-8	-6.50592E-9
 -2.160	 7.48041E-8	-1.71526E-8	-7.45394E-9
 -2.150	 7.56316E-8	-1.99459E-8	-8.39265E-9
 -2.140	 7.61683E-8	-2.26117E-8	-9.22187E-9
 -2.130	 7.64381E-8	-2.53107E-8	-9.96254E-9
 -2.120	 7.62754E-8	-2.80210E-8	-1.07612E-8
 -2.110	 7.63872E-8	-3.05173E-8	-1.15043E-8
 -2.100	 7.64889E-8	-3.32347E-8	-1.23455E-8
 -2.090	 7.65363E-8	-3.61862E-8	-1.32272E-8
 -2.080	 7.68727E-8	-3.91644E-8	-1.39879E-8
 -2.070	 7.72630E-8	-4.21577E-8	-1.43368E-8
 -2.060	 7.74715E-8	-4.51934E-8	-1.42315E-8
 -2.050	 7.77977E-8	-4.81263E-8	-1.39368E-8
 -2.040	 7.81947E-8	-5.08111E-8	-1.38387E-8
 -2.030	 7.86319E-8	-5.32676E-8	-1.39407E-8
 -2.020	 7.91569E-8	-5.56357E-8	-1.39678E-8
 -2.010	 7.94450E-8	-5.78916E-8	-1.38512E-8
 -2.000	 7.98455E-8	-6.01554E-8	-1.35960E-8
 -1.990	 8.01070E-8	-6.22812E-8	-1.34804E-8
 -1.980	 8.01666E-8	-6.44743E-8	-1.33214E-8
 -1.970	 8.01978E-8	-6.65053E-8	-1.32476E-8
 -1.960	 8.04231E-8	-6.81515E-8	-1.32770E-8
 -1.950	 8.07251E-8	-6.97873E-8	-1.32352E-8
 -1.940	 8.09604E-8	-7.13235E-8	-1.31134E-8
 -1.930	 8.11431E-8	-7.28851E-8	-1.29791E-8
 -1.920	 8.11958E-8	-7.46145E-8	-1.28484E-8
 -1.910	 8.07421E-8	-7.63237E-8	-1.27004E-8
 -1.900	 7.98288E-8	-7.78602E-8	-1.24611E-8
 -1.890	 7.88091E-8	-7.94519E-8	-1.22569E-8
 -1.880	 7.77330E-8	-8.12424E-8	-1.22967E-8
 -1.870	 7.66302E-8	-8.27494E-8	-1.25402E-8
 -1.860	 7.54461E-8	-8.44792E-8	-1.26850E-8
 -1.850	 7.44080E-8	-8.64060E-8	-1.26411E-8
 -1.840	 7.35580E-8	-8.81543E-8	-1.26887E-8
 -1.830	 7.27514E-8	-8.97482E-8	-1.27355E-8
 -1.820	 7.18038E-8	-9.10966E-8	-1.27460E-8
 -1.810	 7.08081E-8	-9.22064E-8	-1.28891E-8
 -1.800	 6.96703E-8	-9.34516E-8	-1.29102E-8
 -1.790	 6.85627E-8	-9.42010E-8	-1.30822E-8
 -1.780	 6.74439E-8	-9.49154E-8	-1.34174E-8
 -1.770	 6.62056E-8	-9.56540E-8	-1.38986E-8
 -1.760	 6.51687E-8	-9.60522E-8	-1.41400E-8
 -1.750	 6.40079E-8	-9.66139E-8	-1.42883E-8
 -1.740	 6.24773E-8	-9.71260E-8	-1.46130E-8
 -1.730	 6.09209E-8	-9.77176E-8	-1.49718E-8
 -1.720	 5.94213E-8	-9.80545E-8	-1.54730E-8
 -1.710	 5.76274E-8	-9.82466E-8	-1.61280E-8
 -1.700	 5.57050E-8	-9.80746E-8	-1.65010E-8
 -1.690	 5.36256E-8	-9.78785E-8	-1.66500E-8
 -1.680	 5.12376E-8	-9.75577E-8	-1.66464E-8
 -1.670	 4.84590E-8	-9.72169E-8	-1.62340E-8
 -1.660	 4.54267E-8	-9.68897E-8	-1.56923E-8
 -1.650	 4.25006E-8	-9.67017E-8	-1.53183E-8
 -1.640	 3.95213E-8	-9.61587E-8	-1.49899E-8
 -1.630	 3.68470E-8	-9.55416E-8	-1.46433E-8
 -1.620	 3.41720E-8	-9.50489E-8	-1.43084E-8
 -1.610	 3.16776E-8	-9.46796E-8	-1.40090E-8
 -1.600	 2.92231E-8	-9.42345E-8	-1.34475E-8
 -1.590	 2.70006E-8	-9.38559E-8	-1.27188E-8
 -1.580	 2.50418E-8	-9.37255E-8	-1.18537E-8
 -1.570	 2.32752E-8	-9.33986E-8	-1.07254E-8
 -1.560	 2.15973E-8	-9.28251E-8	-9.31204E-9
 -1.550	 2.03540E-8	-9.20323E-8	-7.81042E-9
 -1.540	 1.95963E-8	-9.13486E-8	-5.92389E-9
 -1.530	 1.92287E-8	-9.06986E-8	-3.78676E-9
 -1.520	 1.90292E-8	-8.99251E-8	-1.70296E-9
 -1.510	 1.87096E-8	-8.91636E-8	 3.89923E-10
 -1.500	 1.83382E-8	-8.81709E-8	 2.49991E-9
 -1.490	 1.80287E-8	-8.72053E-8	 4.66498E-9
 -1.480	 1.76785E-8	-8.61962E-8	 6.99150E-9
 -1.470	 1.73842E-8	-8.52013E-8	 9.27308E-9
 -1.460	 1.70736E-8	-8.44060E-8	 1.16509E-8
 -1.450	 1.68190E-8	-8.35540E-8	 1.42156E-8
 -1.440	 1.65187E-8	-8.26605E-8	 1.73102E-8
 -1.430	 1.63055E-8	-8.14612E-8	 2.06713E-8
 -1.420	 1.62424E-8	-8.01724E-8	 2.39775E-8
 -1.410	 1.61793E-8	-7.86455E-8	 2.72200E-8
 -1.400	 1.60429E-8	-7.66736E-8	 3.00134E-8
 -1.390	 1.57588E-8	-7.46279E-8	 3.25303E-8
 -1.380	 1.54172E-8	-7.26093E-8	 3.47433E-8
 -1.370	 1.51567E-8	-7.05883E-8	 3.68375E-8
 -1.360	 1.50291E-8	-6.86330E-8	 3.90037E-8
 -1.350	 1.50766E-8	-6.67696E-8	 4.09823E-8
 -1.340	 1.51734E-8	-6.52241E-8	 4.27019E-8
 -1.330	 1.53691E-8	-6.36445E-8	 4.43438E-8
 -1.320	 1.55888E-8	-6.19189E-8	 4.55307E-8
 -1.310	 1.60096E-8	-6.01073E-8	 4.63073E-8
 -1.300	 1.62284E-8	-5.82975E-8	 4.65842E-8
 -1.290	 1.64095E-8	-5.63094E-8	 4.65333E-8
 -1.280	 1.65928E-8	-5.39969E-8	 4.63616E-8
 -1.270	 1.69654E-8	-5.16179E-8	 4.60988E-8
 -1.260	 1.73436E-8	-4.88560E-8	 4.56341E-8
 -1.250	 1.78410E-8	-4.61145E-8	 4.48784E-8
 -1.240	 1.83508E-8	-4.33835E-8	 4.41025E-8
 -1.230	 1.85560E-8	-4.06781E-8	 4.33527E-8
 -1.220	 1.87891E-8	-3.78250E-8	 4.25845E-8
 -1.210	 1.88322E-8	-3.47686E-8	 4.20513E-8
 -1.200	 1.85052E-8	-3.18254E-8	 4.17893E-8
 -1.190	 1.83270E-8	-2.87837E-8	 4.17344E-8
 -1.180	 1.80521E-8	-2.55777E-8	 4.16410E-8
 -1.170	 1.80650E-8	-2.24434E-8	 4.15528E-8
 -1.160	 1.81318E-8	-1.91772E-8	 4.14418E-8
 -1.150	 1.82939E-8	-1.61681E-8	 4.14512E-8
 -1.140	 1.82607E-8	-1.33564E-8	 4.15324E-8
 -1.130	 1.83384E-8	-1.05230E-8	 4.16283E-8
 -1.120	 1.84679E-8	-7.43649E-9	 4.15866E-8
 -1.110	 1.87024E-8	-3.96994E-9	 4.15419E-8
 -1.100	 1.89040E-8	-2.53426E-10	 4.15330E-8
 -1.090	 1.91648E-8	 3.44466E-9	 4.14679E-8
 -1.080	 1.96180E-8	 6.93359E-9	 4.12789E-8
 -1.070	 1.98771E-8	 9.94432E-9	 4.08297E-8
 -1.060	 2.00227E-8	 1.26280E-8	 4.02694E-8
 -1.050	 2.00755E-8	 1.49740E-8	 3.97505E-8
