Magnitude,UTC Date,UTC Time,Sydney Date,Sydney Time,Latitude,Longitude,Significant,Depth (km),Solution finalised,Source,EVENT ID,ORIGIN ID
2,3/04/97,7:39:58,3/04/97,17:39:58,-31.467,117.696,-,5,FINL,-,1420208,1610519
2.3,29/03/97,7:25:15,29/03/97,18:25:15,-31.46,117.675,-,5,FINL,-,1455190,1610517
2,27/03/97,17:14:01,28/03/97,4:14:01,-31.476,117.693,-,5,FINL,-,1455842,1610514
2.4,27/03/97,17:08:25,28/03/97,4:08:25,-31.475,117.685,-,5,FINL,-,1455839,1610513
3,27/03/97,16:58:18,28/03/97,3:58:18,-31.484,117.678,-,5,FINL,-,1420081,1611882
2.9,27/03/97,7:58:05,27/03/97,18:58:05,-31.459,117.694,-,5,FINL,-,1456070,1610511
2.5,27/03/97,6:31:04,27/03/97,17:31:04,-31.457,117.699,-,5,FINL,-,1456039,1610509
2.5,27/03/97,6:28:22,27/03/97,17:28:22,-31.476,117.685,-,5,FINL,-,1456037,1610508
3.3,27/03/97,6:14:18,27/03/97,17:14:18,-31.475,117.673,-,5,FINL,-,1456032,1610507
2.1,27/03/97,4:52:10,27/03/97,15:52:10,-31.468,117.691,-,5,FINL,-,1456006,1610506
3.2,27/03/97,3:52:35,27/03/97,14:52:35,-31.468,117.679,-,5,FINL,-,1456134,1611243
2,26/03/97,22:11:08,27/03/97,9:11:08,-31.475,117.675,-,5,FINL,-,1456187,1610505
2,26/03/97,21:30:23,27/03/97,8:30:23,-31.463,117.697,-,5,FINL,-,1456175,1610504
2.1,26/03/97,16:57:16,27/03/97,3:57:16,-31.469,117.688,-,5,FINL,-,1456232,1610502
2,26/03/97,16:53:16,27/03/97,3:53:16,-31.461,117.701,-,5,FINL,-,1456376,1611880
2.8,26/03/97,16:40:27,27/03/97,3:40:27,-31.465,117.691,-,5,FINL,-,1456372,1610501
2.3,22/03/97,3:58:57,22/03/97,14:58:57,-29.15,115.814,-,4,FINL,-,1458047,1610500
2.2,20/03/97,16:50:30,21/03/97,3:50:30,-31.471,117.688,-,2,FINL,-,1458591,1610499
2.5,18/03/97,22:54:28,19/03/97,9:54:28,-31.47,117.699,-,5,FINL,-,1459388,1610496
2.7,7/03/97,8:14:45,7/03/97,19:14:45,-31.458,117.661,-,5,FINL,-,1463692,1612115
2,19/01/97,9:28:15,19/01/97,20:28:15,-31.2,117.28,-,6,FINL,-,1120128,1177515
2.1,9/01/97,15:10:51,10/01/97,2:10:51,-31.468,117.66,-,2,FINL,-,1123203,1611875
2.2,31/12/96,6:19:16,31/12/96,17:19:16,-31.206,117.284,-,5,FINL,-,1000016,1610475
2.6,31/12/96,1:49:23,31/12/96,12:49:23,-31.2,117.282,-,5,FINL,-,1000093,1610474
2.8,20/12/96,6:11:39,20/12/96,17:11:39,-31.009,116.568,-,3,FINL,-,1749736,1610467
2.8,17/12/96,11:02:05,17/12/96,22:02:05,-31.004,116.587,-,5,FINL,-,1745967,1611873
2,9/12/96,14:19:20,10/12/96,1:19:20,-30.903,117.059,-,5,FINL,-,1753213,1610463
2,28/11/96,0:35:05,28/11/96,11:35:05,-30.45,116.894,-,5,FINL,-,1712675,1610457
2.2,25/11/96,13:41:08,26/11/96,0:41:08,-30.48,117.457,-,5,FINL,-,1713371,1611870
2.5,23/11/96,19:54:50,24/11/96,6:54:50,-31.472,117.66,-,2,FINL,-,1713942,1610453
2.3,16/11/96,9:27:38,16/11/96,20:27:38,-31.448,117.679,-,1,FINL,-,1716358,1610451
3.3,16/11/96,6:21:38,16/11/96,17:21:38,-31.454,117.685,-,3,FINL,-,1716470,1610450
2,9/11/96,4:55:43,9/11/96,15:55:43,-31.617,117.088,-,1,FINL,-,1718860,1611869
2.3,11/10/96,2:29:29,11/10/96,12:29:29,-31.473,117.646,-,2,FINL,-,1730299,1610438
2,1/10/96,17:11:57,2/10/96,3:11:57,-31.979,116.734,-,1,FINL,-,1734121,1610436
2,20/09/96,6:58:36,20/09/96,16:58:36,-31.162,117.218,-,6,FINL,-,1738287,1610434
2.1,18/09/96,23:38:54,19/09/96,9:38:54,-31.965,116.718,-,1,FINL,-,1738779,1610432
3.1,18/09/96,23:35:54,19/09/96,9:35:54,-31.978,116.724,-,1,FINL,-,1710051,1610431
2.1,18/09/96,17:30:15,19/09/96,3:30:15,-31.972,116.719,-,1,FINL,-,1738821,1611235
2.2,18/09/96,7:25:55,18/09/96,17:25:55,-31.965,116.717,-,1,FINL,-,1739000,1610425
2.7,18/09/96,7:14:43,18/09/96,17:14:43,-31.967,116.723,-,1,FINL,-,1738996,1611864
2.9,18/09/96,7:01:37,18/09/96,17:01:37,-31.977,116.721,-,1,FINL,-,1710060,1610424
2.1,18/09/96,0:57:25,18/09/96,10:57:25,-31.968,116.718,-,1,FINL,-,1739033,1612112
2,18/09/96,0:53:02,18/09/96,10:53:02,-31.97,116.72,-,1,FINL,-,1739031,1611234
2.4,18/09/96,0:41:15,18/09/96,10:41:15,-31.971,116.721,-,1,FINL,-,1710061,1610423
2.9,18/09/96,0:08:09,18/09/96,10:08:09,-31.973,116.722,-,3,FINL,-,1739160,1610422
2.5,17/09/96,23:03:31,18/09/96,9:03:31,-31.97,116.714,-,2,FINL,-,1739133,1610421
2.3,17/09/96,20:47:38,18/09/96,6:47:38,-31.968,116.722,-,1,FINL,-,1739115,1611863
2,12/09/96,5:25:23,12/09/96,15:25:23,-31.463,117.664,-,4,FINL,-,1741035,1610419
2.3,10/09/96,13:34:25,10/09/96,23:34:25,-31.754,116.949,-,5,FINL,-,1741507,1610418
2.3,8/09/96,23:29:33,9/09/96,9:29:33,-31.451,117.686,-,2,FINL,-,1742349,1610417
2.1,8/09/96,16:39:54,9/09/96,2:39:54,-31.457,117.687,-,2,FINL,-,1742372,1611862
2.2,4/09/96,17:46:51,5/09/96,3:46:51,-31.469,117.657,-,2,FINL,-,1744560,1610414
2,3/09/96,16:18:59,4/09/96,2:18:59,-31.473,117.65,-,1,FINL,-,1744841,1610413
2,3/09/96,10:39:41,3/09/96,20:39:41,-31.461,117.668,-,2,FINL,-,1744905,1610412
2.2,31/08/96,19:07:26,1/09/96,5:07:26,-31.483,117.655,-,5,FINL,-,1687813,1175411
2.2,31/08/96,19:07:26,1/09/96,5:07:26,-31.483,117.655,-,5,FINL,-,1687814,1611861
2.2,27/08/96,17:15:26,28/08/96,3:15:26,-31.477,117.66,-,5,FINL,-,1688980,1175407
2.2,27/08/96,17:15:26,28/08/96,3:15:26,-31.477,117.66,-,5,FINL,-,998182,1610407
2.4,21/08/96,13:09:54,21/08/96,23:09:54,-31.46,117.689,-,5,FINL,-,1691078,1175403
2.4,21/08/96,13:09:53,21/08/96,23:09:53,-31.46,117.689,-,5,FINL,-,1691077,1610404
2,20/08/96,14:54:27,21/08/96,0:54:27,-31.469,117.682,-,5,FINL,-,1691483,1611859
2.3,19/08/96,9:24:09,19/08/96,19:24:09,-31.471,117.671,-,5,FINL,-,1691950,1175398
2.3,19/08/96,9:24:08,19/08/96,19:24:08,-31.471,117.671,-,5,FINL,-,1691949,1610401
3,19/08/96,8:00:18,19/08/96,18:00:18,-31.46,117.669,-,1,FINL,-,1692076,1175396
3,19/08/96,8:00:18,19/08/96,18:00:18,-31.46,117.669,-,1,FINL,-,1692075,1610399
2.1,18/08/96,19:13:08,19/08/96,5:13:08,-31.474,117.682,-,5,FINL,-,1692186,1074100
2.1,18/08/96,19:13:08,19/08/96,5:13:08,-31.474,117.682,-,5,FINL,-,1692185,1611858
2.4,15/07/96,13:03:14,15/07/96,23:03:14,-30.357,117.706,-,5,FINL,-,1687392,1611231
2,14/07/96,23:55:09,15/07/96,9:55:09,-31.461,117.68,-,5,FINL,-,1686691,1074050
2,14/07/96,23:55:09,15/07/96,9:55:09,-31.461,117.68,-,5,FINL,-,1705456,1611856
2.1,14/07/96,20:30:07,15/07/96,6:30:07,-31.489,117.67,-,5,FINL,-,1705572,1074048
2.1,14/07/96,20:30:07,15/07/96,6:30:07,-31.489,117.67,-,5,FINL,-,1705571,1610388
4.1,21/06/96,14:56:59,22/06/96,0:56:59,-31.56,117.057,TRUE,6,FINL,-,960319,1611941
2,19/06/96,17:38:33,20/06/96,3:38:33,-30.717,117.119,-,5,FINL,-,961092,1074070
2,19/06/96,17:38:32,20/06/96,3:38:32,-30.717,117.119,-,5,FINL,-,961091,1610376
2.2,19/06/96,17:05:06,20/06/96,3:05:06,-30.707,117.141,-,0,FINL,-,961080,1074069
2.2,19/06/96,17:05:06,20/06/96,3:05:06,-30.707,117.141,-,0,FINL,-,961079,1610375
2,19/06/96,16:09:28,20/06/96,2:09:28,-30.718,117.115,-,5,FINL,-,961062,1074068
2,19/06/96,16:09:28,20/06/96,2:09:28,-30.718,117.115,-,5,FINL,-,961188,1610374
3.7,18/06/96,13:31:00,18/06/96,23:31:00,-31.707,117.055,TRUE,6,FINL,-,961473,1611229
2,17/06/96,6:56:01,17/06/96,16:56:01,-31.459,117.683,-,5,FINL,-,961918,1610372
3,2/05/96,0:43:33,2/05/96,10:43:33,-31.444,117.665,-,4,FINL,-,978999,1611847
2,27/04/96,6:42:58,27/04/96,16:42:58,-31.442,117.672,-,1,FINL,-,1671733,1610336
2.1,26/04/96,1:35:03,26/04/96,11:35:03,-31.456,117.651,-,2,FINL,-,1672213,1610334
2.1,25/04/96,20:44:29,26/04/96,6:44:29,-31.452,117.636,-,1,FINL,-,1672280,1611845
2.5,25/04/96,20:09:52,26/04/96,6:09:52,-31.443,117.675,-,3,FINL,-,1672273,1610330
2,21/04/96,2:04:29,21/04/96,12:04:29,-31.451,117.671,-,2,FINL,-,1669052,1611223
2.5,21/04/96,1:53:47,21/04/96,11:53:47,-31.445,117.671,-,3,FINL,-,1669049,1610323
2.7,21/04/96,0:44:17,21/04/96,10:44:17,-31.46,117.662,-,3,FINL,-,1669024,1611843
2.8,19/04/96,2:33:03,19/04/96,12:33:03,-31.452,117.667,-,1,FINL,-,1668709,1611222
2,19/04/96,2:29:37,19/04/96,12:29:37,-31.449,117.665,-,1,FINL,-,1668849,1611842
2.2,19/04/96,2:28:33,19/04/96,12:28:33,-31.466,117.645,-,2,FINL,-,1668848,1610316
2,19/04/96,2:21:48,19/04/96,12:21:48,-31.454,117.659,-,1,FINL,-,1668847,1610315
2.5,17/04/96,20:56:52,18/04/96,6:56:52,-31.449,117.681,-,1,FINL,-,1666700,1610312
2.9,12/04/96,19:05:56,13/04/96,5:05:56,-31.457,117.643,-,2,FINL,-,1668248,1610311
2.4,12/04/96,19:00:00,13/04/96,5:00:00,-31.457,117.66,-,5,FINL,-,1668246,1611221
2.2,10/04/96,18:05:10,11/04/96,4:05:10,-31.459,117.664,-,3,FINL,-,1662895,1610310
2,10/04/96,13:55:40,10/04/96,23:55:40,-31.46,117.658,-,1,FINL,-,1662968,1610308
2.3,10/04/96,7:14:08,10/04/96,17:14:08,-30.849,118.021,-,5,FINL,-,1662984,1610307
2,10/04/96,6:18:43,10/04/96,16:18:43,-31.457,117.661,-,2,FINL,-,1663099,1610306
2.5,8/04/96,1:17:20,8/04/96,11:17:20,-31.456,117.66,-,2,FINL,-,1663808,1611839
2.7,5/04/96,6:17:20,5/04/96,16:17:20,-31.428,117.694,-,12,FINL,-,1664761,1495060
2.7,5/04/96,6:17:20,5/04/96,16:17:20,-31.445,117.668,-,3,FINL,-,1664762,1610299
2.2,5/04/96,0:00:15,5/04/96,10:00:15,-31.445,117.67,-,3,FINL,-,1664979,1610298
2.4,4/04/96,14:04:22,5/04/96,0:04:22,-31.448,117.674,-,2,FINL,-,1665002,1610297
2.1,3/04/96,17:29:35,4/04/96,3:29:35,-31.456,117.671,-,2,FINL,-,1665442,1610294
2,3/04/96,17:25:42,4/04/96,3:25:42,-31.462,117.658,-,4,FINL,-,1665435,1610293
3,3/04/96,16:43:13,4/04/96,2:43:13,-31.45,117.666,-,3,FINL,-,1665418,1610289
2,29/03/96,7:37:44,29/03/96,18:37:44,-31.448,117.672,-,3,FINL,-,1603221,1611835
2,29/03/96,7:35:44,29/03/96,18:35:44,-31.442,117.667,-,4,FINL,-,1603220,1610281
2,29/03/96,7:35:37,29/03/96,18:35:37,-31.451,117.668,-,1,FINL,-,1602052,1610280
2.3,29/03/96,6:32:16,29/03/96,17:32:16,-31.445,117.669,-,0,FINL,-,1603211,1610279
2.3,29/03/96,6:12:18,29/03/96,17:12:18,-31.445,117.678,-,5,FINL,-,1603202,1610278
3,29/03/96,5:41:40,29/03/96,16:41:40,-31.444,117.673,-,4,FINL,-,1603188,1610276
2.7,29/03/96,5:23:55,29/03/96,16:23:55,-31.45,117.663,-,1,FINL,-,1603293,1610275
2.2,29/03/96,4:16:01,29/03/96,15:16:01,-31.456,117.659,-,5,FINL,-,1603266,1610274
2.1,15/03/96,19:01:56,16/03/96,6:01:56,-31.45,117.67,-,5,FINL,-,1608256,1610258
2.1,15/03/96,18:35:34,16/03/96,5:35:34,-31.45,117.67,-,5,FINL,-,1608244,1611830
2.8,12/03/96,23:16:47,13/03/96,10:16:47,-31.448,117.676,-,5,FINL,-,1609520,1610256
2.2,12/03/96,13:05:25,13/03/96,0:05:25,-31.439,117.67,-,4,FINL,-,1609627,1610252
2,11/03/96,10:10:41,11/03/96,21:10:41,-31.472,117.659,-,3,FINL,-,1610036,1610248
2.8,11/03/96,6:33:47,11/03/96,17:33:47,-31.451,117.66,-,2,FINL,-,1610070,1610246
3.1,11/03/96,6:24:24,11/03/96,17:24:24,-31.45,117.61,-,1,FINL,-,1601807,1045672
3.1,11/03/96,6:24:24,11/03/96,17:24:24,-31.454,117.61,-,1,FINL,-,1610187,1611827
2.3,11/03/96,6:20:30,11/03/96,17:20:30,-31.45,117.716,-,1,FINL,-,1610181,1610244
2.5,11/03/96,6:17:49,11/03/96,17:17:49,-31.441,117.672,-,1,FINL,-,1610180,1610243
2.5,11/03/96,4:34:52,11/03/96,15:34:52,-31.439,117.674,-,1,FINL,-,1610149,1610242
3.1,10/03/96,18:53:00,11/03/96,5:53:00,-31.45,117.659,-,1,FINL,-,1610291,1610238
2,1/03/96,7:02:31,1/03/96,18:02:31,-30.792,117.093,-,1,FINL,-,1613441,1611824
2.5,24/02/96,12:14:17,24/02/96,23:14:17,-30.788,117.107,-,5,FINL,-,1615811,1611214
2.6,21/01/96,7:01:31,21/01/96,18:01:31,-30.729,117.119,-,5,FINL,-,1629399,1611822
2,16/01/96,6:47:52,16/01/96,17:47:52,-30.734,117.08,-,5,FINL,-,1631060,1610220
2,17/11/95,17:56:49,18/11/95,4:56:49,-31.655,117.001,-,7,FINL,-,1896722,1610204
2.1,17/11/95,16:06:40,18/11/95,3:06:40,-31.656,117.007,-,8,FINL,-,1896700,1610203
2.7,27/10/95,9:13:08,27/10/95,19:13:08,-31.219,117.281,-,1,FINL,-,1828552,1610195
2.1,16/10/95,14:57:35,17/10/95,0:57:35,-31.654,116.987,-,5,FINL,-,1835527,1610189
2.3,15/10/95,11:52:06,15/10/95,21:52:06,-31.659,117.015,-,8,FINL,-,1835956,1610185
2.1,15/10/95,2:57:24,15/10/95,12:57:24,-31.653,117.036,-,1,FINL,-,1836127,1610184
2,12/10/95,4:28:51,12/10/95,14:28:51,-31.219,117.29,-,5,FINL,-,1837661,1610183
2.2,9/10/95,23:17:54,10/10/95,9:17:54,-31.211,117.503,-,5,FINL,-,1838479,1611208
2.2,10/09/95,13:07:37,10/09/95,23:07:37,-31.295,117.499,-,5,FINL,-,1850554,1610173
2,8/09/95,0:44:24,8/09/95,10:44:24,-31.251,117.504,-,2,FINL,-,1851317,1611813
2,22/08/95,19:20:31,23/08/95,5:20:31,-31.211,117.521,-,5,FINL,-,1856133,1610166
2,20/08/95,13:27:48,20/08/95,23:27:48,-30.803,117.075,-,5,FINL,-,1824986,1610164
2.6,18/08/95,23:36:46,19/08/95,9:36:46,-31.222,117.509,-,5,FINL,-,1857490,1611811
2.2,18/08/95,17:17:38,19/08/95,3:17:38,-31.214,117.508,-,5,FINL,-,1857545,1610161
2,18/08/95,8:23:57,18/08/95,18:23:57,-31.221,117.48,-,5,FINL,-,1857698,1610160
2,16/08/95,23:30:38,17/08/95,9:30:38,-30.81,117.072,-,3,FINL,-,1858399,1610157
2,10/08/95,20:13:43,11/08/95,6:13:43,-30.742,117.121,-,1,FINL,-,1860276,1610156
3.5,31/07/95,15:48:56,1/08/95,1:48:56,-30.786,117.103,TRUE,5,FINL,-,1863536,1610151
2.1,15/07/95,3:31:22,15/07/95,13:31:22,-30.052,115.518,-,5,FINL,-,1868906,1610149
2.9,15/07/95,2:22:31,15/07/95,12:22:31,-30.058,115.546,-,5,FINL,-,1868890,1610148
2.1,24/06/95,13:56:09,24/06/95,23:56:09,-30.371,117.728,-,5,FINL,-,1803027,1610142
2.3,24/06/95,13:53:16,24/06/95,23:53:16,-30.384,117.673,-,5,FINL,-,1803022,1610141
2.4,24/06/95,12:41:23,24/06/95,22:41:23,-30.381,117.704,-,5,FINL,-,1803161,1175499
2.2,24/06/95,12:07:12,24/06/95,22:07:12,-30.377,117.722,-,5,FINL,-,1803149,1611807
2.2,24/06/95,11:43:03,24/06/95,21:43:03,-30.429,117.726,-,5,FINL,-,1800372,1610139
2.2,24/06/95,11:18:03,24/06/95,21:18:03,-30.392,117.699,-,5,FINL,-,1803137,1610138
2.8,24/06/95,11:06:55,24/06/95,21:06:55,-30.367,117.71,-,3,FINL,-,1803130,1610137
2.1,22/06/95,9:07:35,22/06/95,19:07:35,-30.371,117.707,-,5,FINL,-,986880,1610135
2.2,9/06/95,22:17:29,10/06/95,8:17:29,-31.032,116.619,-,5,FINL,-,986734,1610128
2,3/06/95,14:30:46,4/06/95,0:30:46,-32.39,117.144,-,1,FINL,-,1810769,1610125
2.3,3/06/95,5:39:13,3/06/95,15:39:13,-32.386,117.146,-,5,FINL,-,1810813,1611804
2.7,27/05/95,4:54:30,27/05/95,14:54:30,-30.832,117.059,-,5,FINL,-,1813445,1610123
2.4,9/05/95,7:10:20,9/05/95,17:10:20,-30.389,117.679,-,5,FINL,-,1821266,1611803
2.1,9/03/95,11:01:23,9/03/95,21:01:23,-30.815,117.075,-,5,FINL,-,1797417,1611196
2.1,1/03/95,11:38:01,1/03/95,22:38:01,-31.711,116.981,-,5,FINL,-,1799541,1610089
2.9,5/02/95,16:14:49,6/02/95,3:14:49,-30.878,117.058,-,2,FINL,-,1766952,1610079
2.2,15/01/95,17:29:48,16/01/95,4:29:48,-31.979,116.72,-,5,FINL,-,1774434,1610070
2.1,15/01/95,14:31:15,16/01/95,1:31:15,-31.972,116.73,-,5,FINL,-,1774556,1610069
2,24/12/94,14:24:05,25/12/94,1:24:05,-30.086,115.448,-,5,FINL,-,1972448,1611793
2.6,29/11/94,14:31:34,30/11/94,1:31:34,-31.978,116.719,-,1,FINL,-,984179,1610056
2.7,26/11/94,14:16:05,27/11/94,1:16:05,-31.815,116.924,-,11,FINL,-,2074905,1610054
2.2,26/11/94,3:29:18,26/11/94,14:29:18,-31.984,116.724,-,5,FINL,-,2075103,1611193
3,24/11/94,20:03:21,25/11/94,7:03:21,-31.987,116.728,-,5,FINL,-,2075550,909529
3,24/11/94,20:03:21,25/11/94,7:03:21,-31.987,116.728,-,5,FINL,-,2075549,1610049
2.1,24/11/94,14:41:26,25/11/94,1:41:26,-31.973,116.727,-,1,FINL,-,2075589,1611790
3,23/11/94,20:53:29,24/11/94,7:53:29,-31.977,116.786,-,5,FINL,-,2075916,909528
3,23/11/94,20:53:29,24/11/94,7:53:29,-31.977,116.736,-,5,FINL,-,2075917,1610042
2.6,14/11/94,13:26:55,15/11/94,0:26:55,-30.725,118.388,-,9,FINL,-,2068065,1610035
2.3,14/11/94,9:08:47,14/11/94,20:08:47,-30.613,117.023,-,5,FINL,-,2068109,1610034
2,5/11/94,22:42:01,6/11/94,9:42:01,-30.617,117.022,-,5,FINL,-,2071820,1610033
2.3,3/11/94,6:41:00,3/11/94,17:41:00,-31.175,117.252,-,5,FINL,-,2072910,1610031
2.1,17/09/94,15:35:35,18/09/94,1:35:35,-30.843,117.081,-,4,FINL,-,1987406,1611188
2,1/07/94,2:08:07,1/07/94,12:08:07,-30.86,117.095,-,6,FINL,-,2011661,1611186
2.5,11/06/94,12:02:56,11/06/94,22:02:56,-31.537,117.903,-,5,FINL,-,1942023,1609987
2,10/06/94,18:09:32,11/06/94,4:09:32,-31.518,117.911,-,5,FINL,-,1942284,1611779
2.8,8/06/94,6:13:50,8/06/94,16:13:50,-31.705,117.056,-,5,FINL,-,1943177,1611184
2.2,5/06/94,18:17:41,6/06/94,4:17:41,-31.543,117.909,-,5,FINL,-,1944322,1609981
2.1,26/05/94,7:47:06,26/05/94,17:47:06,-31.173,117.253,-,4,FINL,-,1948436,1609977
2,17/05/94,20:57:15,18/05/94,6:57:15,-31.625,117.088,-,5,FINL,-,1951773,1609975
2.8,13/05/94,4:20:39,13/05/94,14:20:39,-31.175,117.247,-,5,FINL,-,1953149,1609973
2.3,7/05/94,13:46:35,7/05/94,23:46:35,-31.177,117.244,-,5,FINL,-,1954747,1609968
2.3,7/05/94,13:46:14,7/05/94,23:46:14,-31.177,117.236,-,4,FINL,-,1954746,1609967
2.4,26/04/94,16:34:58,27/04/94,2:34:58,-30.587,118.497,-,5,FINL,-,1958182,1609965
4.1,26/04/94,15:49:39,27/04/94,1:49:39,-30.605,118.481,TRUE,5,FINL,-,1958176,1609964
2.4,8/04/94,6:08:47,8/04/94,16:08:47,-31.179,117.248,-,3,FINL,-,1963719,1611773
2.5,7/04/94,1:38:01,7/04/94,11:38:01,-29.802,116.207,-,1,FINL,-,1964075,1609954
2.1,1/04/94,18:34:26,2/04/94,4:34:26,-31.168,117.264,-,5,FINL,-,1965664,1609951
2.5,1/04/94,18:26:19,2/04/94,4:26:19,-31.171,117.263,-,5,FINL,-,1965660,1609950
2.5,23/03/94,1:47:41,23/03/94,11:47:41,-31.166,117.255,-,5,FINL,-,1910840,1609945
2.1,17/03/94,5:17:10,17/03/94,15:17:10,-31.166,117.267,-,7,FINL,-,1912386,1609943
2.5,12/03/94,22:15:38,13/03/94,8:15:38,-32.152,117.412,-,1,FINL,-,1913623,1611770
2.3,9/03/94,1:16:27,9/03/94,11:16:27,-32.215,117.452,-,1,FINL,-,1915012,1609938
2.3,1/03/94,23:25:38,2/03/94,10:25:38,-31.706,117.056,-,7,FINL,-,1916982,1609937
2.1,28/02/94,21:38:48,1/03/94,8:38:48,-30.786,117.092,-,4,FINL,-,1917175,1611180
2.1,18/02/94,16:24:04,19/02/94,3:24:04,-31.5,116.18,-,9,FINL,-,1919806,-13053
2.1,18/02/94,16:24:04,19/02/94,3:24:04,-31.496,116.181,-,10,FINL,-,1919805,1609934
2,1/02/94,6:41:02,1/02/94,17:41:02,-30.868,117.876,-,4,FINL,-,1925059,1609930
2.5,31/01/94,0:14:41,31/01/94,11:14:41,-31.643,116.963,-,6,FINL,-,1925451,1609927
2.8,17/01/94,21:55:30,18/01/94,8:55:30,-31.62,117.088,-,6,FINL,-,1930190,1611767
2.2,28/11/93,6:05:34,28/11/93,17:05:34,-30.845,117.093,-,1,FINL,-,683843,1609913
2.6,26/11/93,23:32:21,27/11/93,10:32:21,-30.853,117.092,-,1,FINL,-,684222,1609912
2,19/11/93,9:27:38,19/11/93,20:27:38,-31.16,117.259,-,3,FINL,-,686469,1611764
2,26/10/93,10:11:45,26/10/93,20:11:45,-30.72,117.171,-,4,FINL,-,694406,1611763
2,6/10/93,17:21:45,7/10/93,3:21:45,-31.709,117.056,-,5,FINL,-,701322,1609902
2.5,27/09/93,21:47:18,28/09/93,7:47:18,-31.713,117.065,-,9,FINL,-,704262,1611762
2.4,8/09/93,13:38:16,8/09/93,23:38:16,-30.425,117.019,-,1,FINL,-,711836,1609893
2.1,4/09/93,0:14:50,4/09/93,10:14:50,-32.225,117.398,-,5,FINL,-,713404,1611939
2,28/08/93,5:04:29,28/08/93,15:04:29,-32.216,117.388,-,5,FINL,-,715874,1611760
2.2,28/08/93,4:57:36,28/08/93,14:57:36,-32.217,117.387,-,5,FINL,-,715871,1609890
2.2,19/08/93,15:42:59,20/08/93,1:42:59,-30.938,118.152,-,1,FINL,-,719115,1609887
2.6,18/08/93,20:24:54,19/08/93,6:24:54,-30.93,118.184,-,1,FINL,-,719498,1609886
2.6,12/08/93,20:50:40,13/08/93,6:50:40,-32.249,117.421,-,2,FINL,-,722163,1611759
2.2,10/08/93,3:23:11,10/08/93,13:23:11,-30.773,117.169,-,1,FINL,-,723412,1609885
2.3,8/08/93,19:03:29,9/08/93,5:03:29,-31.617,117.096,-,6,FINL,-,655622,1609884
2.2,22/07/93,19:28:56,23/07/93,5:28:56,-30.774,116.481,-,5,FINL,-,731504,1609881
2.2,20/06/93,19:40:28,21/06/93,5:40:28,-30.51,117.092,-,5,FINL,-,746517,-13020
2.2,20/06/93,19:40:28,21/06/93,5:40:28,-30.51,117.092,-,5,FINL,-,746516,1611173
2,18/06/93,10:26:03,18/06/93,20:26:03,-30.516,117.122,-,3,FINL,-,747409,1609871
2.6,11/06/93,10:53:01,11/06/93,20:53:01,-32.143,117.196,-,5,FINL,-,749551,-13011
2.6,11/06/93,10:53:01,11/06/93,20:53:01,-32.143,117.196,-,5,FINL,-,749550,1609867
2.3,29/05/93,6:01:41,29/05/93,16:01:41,-32.211,115.65,-,21,FINL,-,756238,1609861
2.4,12/05/93,19:48:06,13/05/93,5:48:06,-30.79,117.082,-,1,FINL,-,762867,1609856
2.1,23/04/93,8:58:32,23/04/93,18:58:32,-30.797,117.072,-,1,FINL,-,668696,-12985
2.1,23/04/93,8:58:32,23/04/93,18:58:32,-30.797,117.072,-,1,FINL,-,769339,1611753
2.2,30/03/93,4:03:33,30/03/93,14:03:33,-30.881,117.168,-,1,FINL,-,2079632,-12966
2.2,30/03/93,4:03:33,30/03/93,14:03:33,-30.881,117.168,-,1,FINL,-,2079633,1609843
3.1,12/03/93,17:04:33,13/03/93,3:04:33,-30.075,115.556,-,9,FINL,-,2085430,904159
3.1,12/03/93,17:04:33,13/03/93,3:04:33,-30.075,115.556,-,9,FINL,-,2085429,1609838
2.3,16/02/93,7:03:20,16/02/93,18:03:20,-30.737,116.251,-,5,FINL,-,2093130,1611169
2,9/02/93,18:16:38,10/02/93,5:16:38,-30.804,117.07,-,5,FINL,-,2095516,1609828
2.3,9/02/93,17:15:41,10/02/93,4:15:41,-30.813,117.061,-,5,FINL,-,2095500,1609827
2,7/02/93,8:04:03,7/02/93,19:04:03,-30.752,117.813,-,5,FINL,-,2096312,-12933
2,7/02/93,8:04:02,7/02/93,19:04:02,-30.752,117.813,-,5,FINL,-,2096311,1609825
3,7/02/93,5:51:39,7/02/93,16:51:39,-30.522,116.363,-,5,FINL,-,2096303,904147
3,7/02/93,5:51:39,7/02/93,16:51:39,-30.522,116.363,-,5,FINL,-,2096302,1611168
2.2,5/02/93,4:00:43,5/02/93,15:00:43,-31.704,117.061,-,5,FINL,-,2096902,-12930
2.2,5/02/93,4:00:43,5/02/93,15:00:43,-31.704,117.061,-,5,FINL,-,2096903,1611747
2,26/01/93,10:09:06,26/01/93,21:09:06,-31.645,117.04,-,5,FINL,-,2099557,-12926
2,26/01/93,10:09:05,26/01/93,21:09:05,-31.645,117.04,-,5,FINL,-,2099556,1609820
3.5,20/01/93,15:33:22,21/01/93,2:33:22,-31.649,117.044,TRUE,4,FINL,-,2101282,1609818
2,19/01/93,4:39:07,19/01/93,15:39:07,-30.714,118.236,-,2,FINL,-,2101806,-12922
2,19/01/93,4:39:07,19/01/93,15:39:07,-30.743,118.242,-,2,FINL,-,2101807,1609816
2.1,19/01/93,0:02:41,19/01/93,11:02:41,-31.988,117.274,-,1,FINL,-,2101906,-12921
