   1.1762900e+02  -3.0406000e+01   4.0000000e-02
   1.1775400e+02  -3.0435000e+01   4.0000000e-02
   1.1788000e+02  -3.0405000e+01   8.0000000e-02
   1.1775900e+02  -3.0426000e+01   4.0000000e-02
   1.1744800e+02  -3.0637000e+01   4.0000000e-02
   1.1779400e+02  -3.0429000e+01   8.0000000e-02
   1.1748700e+02  -3.0575000e+01   4.0000000e-02
   1.1746900e+02  -3.0629000e+01   4.0000000e-02
   1.1743700e+02  -3.0630000e+01   4.0000000e-02
   1.1742900e+02  -3.0648000e+01   4.0000000e-02
   1.1742900e+02  -3.0621000e+01   4.0000000e-02
   1.1660300e+02  -2.9131000e+01   4.0000000e-02
   1.1768400e+02  -3.0457000e+01   4.0000000e-02
   1.1706700e+02  -3.1686000e+01   4.0000000e-02
   1.1771900e+02  -3.0491000e+01   4.0000000e-02
   1.1657000e+02  -3.1211000e+01   4.0000000e-02
   1.1703300e+02  -3.1573000e+01   4.0000000e-02
   1.1776100e+02  -3.0798000e+01   4.0000000e-02
   1.1699400e+02  -3.1615000e+01   4.0000000e-02
   1.1766800e+02  -3.1274000e+01   4.0000000e-02
   1.1769400e+02  -3.0477000e+01   4.0000000e-02
   1.1761300e+02  -3.0609000e+01   4.0000000e-02
   1.1767800e+02  -3.0590000e+01   4.0000000e-02
   1.1743200e+02  -3.0686000e+01   4.0000000e-02
   1.1784100e+02  -3.0217000e+01   4.0000000e-02
   1.1772900e+02  -3.0272000e+01   4.0000000e-02
   1.1687500e+02  -2.9142000e+01   4.0000000e-02
   1.1834400e+02  -3.1184000e+01   4.0000000e-02
   1.1817100e+02  -3.1244000e+01   4.0000000e-02
   1.1820300e+02  -3.1222000e+01   8.0000000e-02
   1.1813400e+02  -3.1191000e+01   4.0000000e-02
   1.1814300e+02  -3.1224000e+01   4.0000000e-02
   1.1812700e+02  -3.1218000e+01   4.0000000e-02
   1.1815200e+02  -3.1202000e+01   4.0000000e-02
   1.1707000e+02  -3.1702000e+01   4.0000000e-02
   1.1818000e+02  -3.1238000e+01   4.0000000e-02
   1.1828500e+02  -3.1236000e+01   4.0000000e-02
   1.1821700e+02  -3.1227000e+01   4.0000000e-02
   1.1775600e+02  -3.0389000e+01   4.0000000e-02
   1.1780600e+02  -3.0373000e+01   4.0000000e-02
   1.1848500e+02  -2.9464000e+01   4.0000000e-02
   1.1884500e+02  -3.2146000e+01   4.0000000e-02
   1.1780200e+02  -3.0422000e+01   4.0000000e-02
   1.1784300e+02  -3.0405000e+01   8.0000000e-02
   1.1782700e+02  -3.0375000e+01   4.0000000e-02
   1.1781700e+02  -3.0406000e+01   4.0000000e-02
   1.1769800e+02  -3.0481000e+01   4.0000000e-02
   1.1723700e+02  -3.1951000e+01   4.0000000e-02
   1.1780300e+02  -3.0397000e+01   4.0000000e-02
   1.1696400e+02  -3.0478000e+01   4.0000000e-02
   1.1761900e+02  -3.0565000e+01   4.0000000e-02
   1.1771600e+02  -3.0407000e+01   4.0000000e-02
   1.1782200e+02  -3.0397000e+01   8.0000000e-02
   1.1784000e+02  -3.0410000e+01   8.0000000e-02
   1.1782100e+02  -3.0400000e+01   4.0000000e-02
   1.1834900e+02  -3.1190000e+01   4.0000000e-02
   1.1779200e+02  -3.0395000e+01   4.0000000e-02
   1.1776500e+02  -3.0403000e+01   4.0000000e-02
   1.1865100e+02  -3.0500000e+01   4.0000000e-02
   1.1586600e+02  -2.9719000e+01   4.0000000e-02
   1.1690900e+02  -3.0448000e+01   4.0000000e-02
   1.1844200e+02  -3.0683000e+01   4.0000000e-02
   1.1898800e+02  -3.2183000e+01   4.0000000e-02
   1.1693500e+02  -3.0449000e+01   8.0000000e-02
   1.1668300e+02  -3.1145000e+01   4.0000000e-02
   1.1705800e+02  -3.1664000e+01   4.0000000e-02
   1.1766500e+02  -3.0318000e+01   4.0000000e-02
   1.1876400e+02  -3.0828000e+01   4.0000000e-02
   1.1754200e+02  -3.0620000e+01   4.0000000e-02
   1.1715100e+02  -3.2140000e+01   4.0000000e-02
   1.1706600e+02  -3.1709000e+01   4.0000000e-02
   1.1711800e+02  -3.1652000e+01   4.0000000e-02
   1.1705700e+02  -3.1702000e+01   4.0000000e-02
   1.1703100e+02  -3.1722000e+01   4.0000000e-02
   1.1894600e+02  -3.2214000e+01   4.0000000e-02
   1.1892600e+02  -3.2197000e+01   4.0000000e-02
   1.1763900e+02  -3.0684000e+01   4.0000000e-02
   1.1765600e+02  -3.0586000e+01   4.0000000e-02
   1.1753600e+02  -3.0668000e+01   4.0000000e-02
   1.1756000e+02  -3.0633000e+01   4.0000000e-02
   1.1756400e+02  -3.0625000e+01   4.0000000e-02
   1.1757200e+02  -3.0610000e+01   4.0000000e-02
   1.1758600e+02  -3.0636000e+01   4.0000000e-02
   1.1757800e+02  -3.0626000e+01   4.0000000e-02
   1.1758300e+02  -3.0636000e+01   4.0000000e-02
   1.1744000e+02  -3.1257000e+01   4.0000000e-02
   1.1736600e+02  -3.1787000e+01   4.0000000e-02
   1.1761600e+02  -3.0605000e+01   4.0000000e-02
   1.1757900e+02  -3.0636000e+01   4.0000000e-02
   1.1763600e+02  -3.0605000e+01   4.0000000e-02
   1.1766800e+02  -3.0583000e+01   4.0000000e-02
   1.1781000e+02  -3.0261000e+01   4.0000000e-02
