   117.039    -30.525       0.03 2002.56887407075 2.000000
   117.040    -30.520       0.03 2001.85149981938 0.800000
   117.040    -30.547       0.03 2002.54410294034 1.300000
   117.040    -31.600       0.03 2001.59380028424 0.700000
   117.040    -31.648       0.03 1998.60813187552 4.800000
   117.041    -30.499       0.03 2003.09985266227 -0.500000
   117.041    -30.502       0.03 2002.27156157075 -0.400000
   117.041    -30.520       0.03 2002.45915895933 0.000000
   117.041    -31.698       0.03 1998.91096950338 5.000000
   117.042    -30.496       0.03 2002.64036369686 -0.500000
   117.042    -30.496       0.03 2002.80948246302 -0.100000
   117.042    -30.500       0.03 2002.92066110778 -0.600000
   117.042    -30.515       0.03 2001.83326255086 0.000000
   117.042    -30.537       0.03 2002.44941473924 1.100000
   117.042    -30.540       0.03 2004.18165856957 0.000000
   117.042    -30.542       0.03 2002.87607088942 0.000000
   117.043    -30.502       0.03 2002.46382721357 -0.500000
   117.043    -30.510       0.03 2002.30917499667 2.000000
   117.043    -30.517       0.03 2002.31824444112 2.300000
   117.043    -30.519       0.03 2002.02448767016 -0.200000
   117.043    -30.521       0.03 2002.42912611701 0.700000
   117.043    -30.529       0.03 2003.514821379 1.000000
   117.044    -30.516       0.03 2002.93049213343 2.000000
   117.044    -30.573       0.03 2002.72081023509 2.000000
   117.045    -30.514       0.03 2002.53281388556 -0.200000
   117.045    -30.520       0.03 2003.15844410459 3.000000
   117.045    -30.527       0.03 2000.08728570376 3.000000
   117.045    -30.538       0.03 2003.51534458894 2.100000
   117.047    -30.503       0.03 2002.575757762 -0.500000
   117.047    -30.524       0.03 2002.27895815984 -0.300000
   117.047    -30.528       0.03 2002.80483243973 2.000000
   117.047    -30.556       0.03 2006.09203953247 1.000000
   117.048    -30.527       0.03 2002.26107216091 2.000000
   117.048    -30.544       0.03 2002.75936566469 2.000000
   117.048    -30.559       0.03 2002.71268292028 1.700000
   117.048    -31.727       0.03 2000.12870412436 6.000000
   117.049    -30.511       0.03 2003.11373345644 -0.600000
   117.049    -30.513       0.03 2002.44743870732 2.000000
   117.049    -30.515       0.03 2002.50325778339 0.500000
   117.049    -30.518       0.03 2002.59372767653 2.000000
   117.049    -30.522       0.03 2003.4919627657 3.700000
   117.049    -30.534       0.03 2004.00387945376 0.000000
   117.049    -31.698       0.03 1999.78871580776 5.000000
   117.050    -30.510       0.03 2002.64233415802 -0.500000
   117.050    -30.511       0.03 2002.67432838524 0.900000
   117.050    -30.515       0.03 2005.05398492756 0.000000
   117.050    -30.520       0.03 2002.70272014269 2.000000
   117.050    -30.524       0.03 2002.64344947572 2.000000
   117.050    -30.525       0.03 2002.68914739239 0.000000
   117.050    -30.527       0.03 2003.11323255571 0.800000
   117.050    -30.536       0.03 2003.98510509117 0.000000
   117.050    -30.539       0.03 2003.11351121521 2.200000
   117.050    -31.700       0.03 2000.130922342 3.000000
   117.050    -31.730       0.03 1999.74233330006 1.000000
   117.051    -30.506       0.03 2002.27841171144 0.300000
   117.051    -30.508       0.03 2002.77540937524 2.000000
   117.051    -30.516       0.03 2002.43931173711 0.000000
   117.051    -30.518       0.03 2002.76127338343 1.000000
   117.051    -30.528       0.03 2001.00725733183 0.000000
   117.051    -30.542       0.03 2002.46797030192 2.000000
   117.051    -30.556       0.03 2002.58474096889 0.000000
   117.051    -30.840       0.03 2001.91347883394 3.000000
   117.051    -31.695       0.03 1998.847211903 0.400000
   117.052    -30.497       0.03 2002.87476125561 -0.800000
   117.052    -30.504       0.03 2002.43821681307 0.100000
   117.052    -30.572       0.03 2003.72390819644 4.300000
   117.052    -31.715       0.03 1999.1617363559 5.000000
   117.054    -30.503       0.03 2002.24603437524 -0.600000
