>
>
117.43858 -34.24000
117.44735 -34.24000
>
116.99994 -31.99846
116.99994 -32.00079
>
115.16215 -30.36473
115.16006 -30.36891
>
115.93171 -31.92061
115.93380 -31.92480
>
120.24910 -30.69878
120.25213 -30.69545
120.25390 -30.69215
120.25318 -30.68945
120.25309 -30.68674
120.25607 -30.68205
120.25785 -30.67902
120.25931 -30.67573
120.25881 -30.67005
120.25895 -30.66489
120.25759 -30.66194
120.25964 -30.65754
120.26167 -30.65234
120.26213 -30.64744
120.26105 -30.64340
120.26031 -30.63989
120.26022 -30.63745
120.26323 -30.63357
>
120.28103 -30.77912
120.28121 -30.77531
120.28327 -30.77119
120.28382 -30.76901
120.28277 -30.76578
120.28332 -30.76332
120.28422 -30.76221
120.28442 -30.75868
120.28403 -30.75652
120.28079 -30.75361
120.27787 -30.75097
120.27684 -30.74829
120.27581 -30.74587
120.27479 -30.74345
120.27346 -30.74132
120.27213 -30.73918
120.27203 -30.73620
120.27103 -30.73459
>
120.25887 -30.62527
120.25530 -30.62156
120.25581 -30.61802
120.25539 -30.61477
120.25151 -30.61134
120.24915 -30.60652
120.24687 -30.60413
120.24616 -30.60171
120.24640 -30.59926
120.24501 -30.59522
120.24590 -30.59384
120.24520 -30.59169
120.24578 -30.59005
120.24536 -30.58707
120.24433 -30.58438
120.24206 -30.58200
120.24166 -30.57957
120.24161 -30.57794
>
120.25183 -30.70523
120.25291 -30.70927
120.25674 -30.71135
120.25839 -30.71348
120.25817 -30.71647
120.25951 -30.71887
120.25802 -30.72135
120.25589 -30.72331
120.25663 -30.72654
120.25922 -30.72892
120.25990 -30.73053
>
>
115.50915 -30.39915
115.50928 -30.39683
115.50961 -30.39469
115.51004 -30.39255
115.51027 -30.39067
115.51080 -30.38844
115.51143 -30.38570
115.51147 -30.38305
115.51132 -30.37978
115.51144 -30.37833
115.51157 -30.37653
115.51129 -30.37549
115.51120 -30.37489
>
115.51343 -30.37766
115.51345 -30.37655
115.51307 -30.37543
115.51259 -30.37448
115.51221 -30.37336
115.51193 -30.37190
115.51176 -30.37035
115.51100 -30.36820
115.51094 -30.36597
115.51088 -30.36348
115.51091 -30.36125
115.51103 -30.35945
115.51107 -30.35739
115.51089 -30.35593
115.51101 -30.35448
115.51044 -30.35284
115.50979 -30.35043
115.50980 -30.34940
115.50894 -30.34785
115.50884 -30.34742
>
115.51084 -30.37214
115.51076 -30.37094
115.51058 -30.37025
115.51068 -30.36965
>
115.51085 -30.35224
115.51107 -30.35062
115.51100 -30.34856
115.51083 -30.34684
115.51095 -30.34521
>
>
115.35623 -29.65692
115.35664 -29.65566
115.35667 -29.65404
115.35669 -29.65242
115.35646 -29.65080
115.35622 -29.64930
115.35571 -29.64791
115.35560 -29.64652
115.35509 -29.64547
115.35497 -29.64443
115.35433 -29.64315
115.35382 -29.64211
115.35330 -29.64152
115.35239 -29.64059
115.35135 -29.63942
115.35059 -29.63779
115.34996 -29.63594
115.34895 -29.63246
115.34873 -29.63026
115.34836 -29.62829
115.34762 -29.62505
115.34742 -29.62089
115.34732 -29.61927
115.34746 -29.61858
115.34735 -29.61754
115.34751 -29.61580
115.34699 -29.61499
>
115.34678 -29.61175
115.34827 -29.60969
115.34855 -29.60831
115.34924 -29.60647
115.34926 -29.60520
>
115.34765 -29.59871
115.34768 -29.59709
115.34770 -29.59571
115.34733 -29.59385
115.34671 -29.59153
115.34634 -29.59003
115.34624 -29.58829
115.34601 -29.58586
>
115.35128 -29.66010
115.35302 -29.65920
115.35474 -29.65875
115.35568 -29.65796
115.35608 -29.65750
>
115.35353 -29.66821
115.35409 -29.66637
115.35398 -29.66475
115.35361 -29.66359
115.35270 -29.66266
115.35218 -29.66173
>
115.35101 -29.66033
115.35114 -29.66079
115.35166 -29.66126
115.35204 -29.66207
>
115.34878 -29.60523
115.34837 -29.60350
115.34817 -29.60197
115.34797 -29.60062
>
>
118.24318 -31.21862
118.24460 -31.21597
118.24522 -31.21388
118.24440 -31.21320
118.24517 -31.21056
118.24547 -31.20847
>
118.24133 -31.22474
118.24225 -31.22168
118.24256 -31.22029
>
118.24424 -31.22513
118.24421 -31.22319
118.24451 -31.22124
118.24450 -31.22055
>
118.25104 -31.19038
118.25199 -31.18885
118.25309 -31.18662
118.25450 -31.18341
118.25559 -31.18035
118.25682 -31.17604
118.25678 -31.17271
118.25690 -31.16980
118.25848 -31.16742
118.25878 -31.16561
118.25924 -31.16353
118.25905 -31.16187
>
118.24770 -31.19402
118.24740 -31.19611
118.24663 -31.19889
118.24666 -31.20097
118.24668 -31.20263
118.24606 -31.20430
>
118.25762 -31.16341
118.25856 -31.16104
118.25918 -31.15937
118.26011 -31.15617
118.26103 -31.15311
118.26179 -31.14949
118.26192 -31.14741
118.26223 -31.14644
>
118.26000 -31.14812
118.26334 -31.14476
118.26636 -31.14112
118.26794 -31.13861
118.26935 -31.13555
118.27028 -31.13276
118.27057 -31.13096
118.27166 -31.12748
118.27372 -31.12468
118.27514 -31.12245
>
118.29830 -31.07144
118.29808 -31.06659
118.29720 -31.06119
118.29793 -31.05563
118.29853 -31.05285
118.29861 -31.04703
118.29886 -31.04120
118.29892 -31.03398
118.29836 -31.02830
118.29751 -31.02484
118.29584 -31.02056
118.29499 -31.01737
118.29480 -31.01543
118.29446 -31.01363
118.29347 -31.01184
118.29391 -31.00892
118.29387 -31.00615
118.29433 -31.00406
>
118.30056 -31.02453
118.30038 -31.02259
118.29970 -31.02038
118.29807 -31.01859
118.29804 -31.01665
118.29898 -31.01484
118.29945 -31.01331
118.29845 -31.01124
118.29829 -31.01096
>
118.29812 -31.01027
118.29646 -31.00668
118.29579 -31.00488
118.29512 -31.00322
118.29458 -30.99921
118.29375 -30.99672
118.29258 -30.99368
118.29141 -30.99105
118.29039 -30.98704
118.28936 -30.98164
118.28864 -30.97596
118.28761 -30.97181
118.28706 -30.96668
118.28670 -30.96405
>
118.28798 -30.96348
118.28761 -30.95974
118.28707 -30.95530
118.28703 -30.95253
